-1.31600357e+02,-1.57593776e+02,-1.42022532e+03,       00000000,-2.06636819e+02,-1.05159150e+03,-2.31089148e+01
-1.31600357e+02,-1.57512559e+02,-1.41696277e+03,       00000000,-2.02928183e+02,-1.05589797e+03,-2.30908013e+01
-1.31600357e+02,-1.57512559e+02,-1.41203472e+03,       00000000,-2.10228928e+02,-1.04908687e+03,-2.23371212e+01
-1.31246347e+02,-1.57512559e+02,-1.41458020e+03,       00000000,-2.06680356e+02,-1.05079988e+03,-2.22684430e+01
-1.31246347e+02,-1.57432818e+02,-1.42765357e+03,       00000000,-2.12240784e+02,-1.04040931e+03,-2.23776367e+01
-1.31246347e+02,-1.57432818e+02,-1.42194120e+03,       00000000,-2.00841001e+02,-1.05276580e+03,-2.35806565e+01
-1.31246347e+02,-1.57512559e+02,-1.42060455e+03,       00000000,-2.11106152e+02,-1.04300947e+03,-2.28827324e+01
-1.31246347e+02,-1.57512559e+02,-1.42582845e+03,       00000000,-2.14147614e+02,-1.03863982e+03,-2.29473624e+01
-1.30991125e+02,-1.57651648e+02,-1.41712621e+03,       00000000,-2.11439355e+02,-1.04661355e+03,-2.29158601e+01
-1.30737716e+02,-1.57757826e+02,-1.42252864e+03,       00000000,-2.21446114e+02,-1.03543100e+03,-2.30629887e+01
-1.31359291e+02,-1.57654728e+02,-1.42253744e+03,       00000000,-2.19912004e+02,-1.03633703e+03,-2.30487258e+01
-1.30651333e+02,-1.57654728e+02,-1.42159063e+03,       00000000,-2.24545075e+02,-1.03227711e+03,-2.31476047e+01
-1.30008824e+02,-1.57815345e+02,-1.41863554e+03,       00000000,-2.22550514e+02,-1.03534618e+03,-2.41414462e+01
-1.30008824e+02,-1.57815345e+02,-1.41983641e+03,       00000000,-2.21130229e+02,-1.03745711e+03,-2.39919693e+01
-1.30155384e+02,-1.57815345e+02,-1.42066283e+03,       00000000,-2.21291796e+02,-1.03810917e+03,-2.45415587e+01
-1.30155384e+02,-1.57815345e+02,-1.41795715e+03,       00000000,-2.21435098e+02,-1.03800187e+03,-2.45432641e+01
-1.29936853e+02,-1.57815345e+02,-1.41868306e+03,       00000000,-2.22855378e+02,-1.03696089e+03,-2.39972085e+01
-1.29936853e+02,-1.57997552e+02,-1.42173321e+03,       00000000,-2.25489076e+02,-1.03088759e+03,-2.48984289e+01
-1.29491783e+02,-1.57819232e+02,-1.42599108e+03,       00000000,-2.10116884e+02,-1.04652419e+03,-2.48313951e+01
-1.29491783e+02,-1.57706202e+02,-1.42434065e+03,       00000000,-2.10954937e+02,-1.04438224e+03,-2.44699195e+01
-1.29491783e+02,-1.57706202e+02,-1.42254713e+03,       00000000,-2.04829666e+02,-1.05161419e+03,-2.54966784e+01
-1.29491783e+02,-1.57818907e+02,-1.42300911e+03,       00000000,-2.11836088e+02,-1.04540000e+03,-2.46966833e+01
-1.29370958e+02,-1.57997174e+02,-1.42158051e+03,       00000000,-2.33899834e+02,-1.02800434e+03,-2.25909979e+01
-1.29370958e+02,-1.57997174e+02,-1.42781963e+03,       00000000,-2.29736518e+02,-1.03291599e+03,-2.25579778e+01
-1.29304081e+02,-1.57997174e+02,-1.43223794e+03,       00000000,-2.38565436e+02,-1.01965912e+03,-2.26625256e+01
-1.29705231e+02,-1.57818657e+02,-1.43866925e+03,       00000000,-2.33560242e+02,-1.02276622e+03,-2.25753129e+01
-1.30457668e+02,-1.57818657e+02,-1.43359032e+03,       00000000,-2.46001726e+02,-1.01149172e+03,-2.27691795e+01
-1.29795110e+02,-1.57662990e+02,-1.42674691e+03,       00000000,-2.38783305e+02,-1.01719070e+03,-2.28754118e+01
-1.29795110e+02,-1.57662990e+02,-1.43056221e+03,       00000000,-2.31559423e+02,-1.02577550e+03,-2.27419748e+01
-1.29795110e+02,-1.57662990e+02,-1.43623635e+03,       00000000,-2.28302389e+02,-1.02636880e+03,-2.35515019e+01
-1.29795110e+02,-1.57529509e+02,-1.44324883e+03,       00000000,-2.17683047e+02,-1.03517289e+03,-2.34308655e+01
-1.29605027e+02,-1.57529509e+02,-1.44269223e+03,       00000000,-2.19127908e+02,-1.03428198e+03,-2.34768253e+01
-1.29334967e+02,-1.57625782e+02,-1.44243702e+03,       00000000,-2.21656823e+02,-1.03249719e+03,-2.35075026e+01
-1.29448035e+02,-1.57625782e+02,-1.43939175e+03,       00000000,-2.24825868e+02,-1.03008061e+03,-2.35792885e+01
-1.29448035e+02,-1.57625782e+02,-1.43488703e+03,       00000000,-2.23973614e+02,-1.03084547e+03,-2.35684200e+01
-1.29746473e+02,-1.57625782e+02,-1.44299144e+03,       00000000,-2.28664473e+02,-1.02792101e+03,-2.36437401e+01
-1.30081171e+02,-1.57490822e+02,-1.44231519e+03,       00000000,-2.17556647e+02,-1.03603071e+03,-2.42676665e+01
-1.30081171e+02,-1.57422931e+02,-1.43618521e+03,       00000000,-2.14488469e+02,-1.03828462e+03,-2.42279998e+01
-1.30081171e+02,-1.57422931e+02,-1.44394892e+03,       00000000,-2.13804887e+02,-1.03793896e+03,-2.42512340e+01
-1.30041733e+02,-1.57422931e+02,-1.43792661e+03,       00000000,-2.10876075e+02,-1.04332132e+03,-2.42059777e+01
