"participant_code","mode_survey","assign_date","assign_week_day","actual_date","actual_week_day","actual_hour","age_or_range","age_or_mid_range","gender","full_or_part_time","work_role","edu","indiv_or_family_income","income_mid_range","place_birth","district","ethnicity","permanent_residence","num_usual_contacts","include_all_contacts","num_left_out","num_diary_contact","age_weights","houseSize","distance","weights"
40940069,0,366,7,363.640833333367,0,15,1,"41-65",0,1,1,"postsec",2,">=40k",1,13,1,1,3,997,20,23,12.2399020807834,"3",0.198393469208511,1
41001238,1,32,2,118.762777777738,0,18,1,"41-65",1,1,1,"primary",1,"<10k",1,14,1,1,3,997,100,20,11.3636363636364,"3",0.905397289930902,1
41323143,1,355,3,371.458634259296,0,11,2,"41-65",0,1,3,"postsec",2,"10-19k",997,1,1,1,5,1,9001,19,11.3636363636364,">=5",0.518979294780188,1
41445565,0,365,6,369.931666666642,0,22,2,"0-10",0,1,4,"primary",2,">=40k",1,1,1,1,3,1,9001,12,27.9329608938547,"3",0.274164189102617,1
41655665,0,392,5,392.40880787035,0,9,2,"0-10",1,1,4,"primary",2,"<10k",1,15,1,1,4,1,9001,5,27.9329608938547,"4",0.624757462324061,1
41863876,0,84,5,84.944641203736,0,22,1,"0-10",1,999,999,"primary",999,"unknown",1,16,1,1,4,997,4,10,27.9329608938547,"4",0.279700314021079,1
41879117,1,352,7,369.631504629622,0,15,2,"41-65",1,1,1,"secondary",1,"10-19k",2,18,1,1,2,1,9001,7,10.6837606837607,"2",0.72488838654082,1
41893194,1,379,6,406.742766203708,0,17,1,"0-10",0,1,4,"primary",2,"10-19k",1,11,1,1,4,997,20,23,23.5294117647059,"4",0.600133223762298,1
41925018,0,22,6,23.8874421296641,1,21,1,"11-19",1,999,999,"secondary",1,"<10k",1,14,1,1,2,1,9001,4,16.4473684210526,"2",0.222319376063267,1
41944507,1,25,2,28.5423842592863,0,13,1,"21-40",0,1,1,"postsec",1,"10-19k",1,1,1,1,2,997,5,18,15.3374233128834,"2",0.182509172000242,1
42252204,0,59,1,66.0403819443891,0,0,1,"41-65",1,1,1,"postsec",2,">=40k",1,7,1,1,4,1,9001,2,12.2399020807834,"4",0.219935679894782,1
42279695,1,32,2,106.743923611124,1,17,1,"11-19",0,1,4,"secondary",2,">=40k",1,12,1,1,3,1,9001,11,16.4473684210526,"3",0.0724141357626628,1
42281271,1,86,7,91.757719907444,0,18,1,"41-65",1,999,5,"secondary",2,"10-19k",1,13,1,1,4,1,9001,6,10.6837606837607,"4",0.760285525496401,1
42351104,0,366,7,367.952303240774,0,22,2,"21-40",1,1,5,"secondary",2,">=40k",1,14,1,1,4,1,9001,9,12.3762376237624,"4",0.193105715083927,1
42379809,0,32,2,32.8790046296781,0,21,2,"11-19",1,999,999,"secondary",2,"20-39k",1,17,1,1,4,1,9001,2,20.0400801603206,"4",0.252155316453423,1
42495031,0,350,5,367.880104166688,0,21,1,"21-40",1,1,1,"secondary",1,"10-19k",1,2,1,1,4,1,9001,2,15.3374233128834,"4",0.46430076772504,1
42555022,1,334,3,368.61535879632,0,14,1,"41-65",1,999,6,"secondary",2,">=40k",1,18,1,1,4,997,20,7,18.9035916824197,"4",0.466881306118841,1
42642039,1,257,3,271.525324074086,0,12,1,">65",1,999,6,"unknown",2,"unknown",2,11,1,1,2,997,3,2,7.96178343949044,"2",0.989672686628955,1
42706748,1,102,2,106.426574074081,1,10,1,"41-65",1,2,5,"secondary",2,"10-19k",2,3,1,1,4,997,30,21,10.6837606837607,"4",0.6503574770282,1
42793015,1,101,1,105.804756944417,0,19,1,"21-40",0,1,3,"postsec",1,"10-19k",1,15,1,1,6,997,33,14,12.970168612192,">=5",0.244414051682976,1
42818681,1,355,3,370.674108796287,0,16,1,"21-40",0,1,1,"secondary",1,"10-19k",2,9,1,1,4,997,7,26,12.970168612192,"4",0.454956865412513,1
42884894,0,351,6,348.73547453701,0,17,1,"41-65",0,1,1,"postsec",1,"10-19k",1,14,1,1,4,1,9001,2,10.6837606837607,"4",0.495812926304885,1
42897756,0,21,5,23.4581597222714,1,10,2,"41-65",0,1,3,"postsec",1,"10-19k",1,2,1,1,2,1,9001,7,12.2399020807834,"2",0.323925872328968,1
42922106,1,32,2,83.6864699074067,0,16,1,">65",0,999,6,"postsec",1,"20-39k",1,10,1,1,2,1,9001,22,7.96178343949044,"2",0.954378227329086,1
42993061,0,344,6,342.740312500042,0,17,1,"41-65",0,1,1,"secondary",1,"20-39k",1,2,1,1,5,997,5,1,12.2399020807834,">=5",0.672934183383733,1
43152321,0,339,1,339.575648148195,0,13,2,"41-65",1,999,999,"postsec",1,"<10k",1,5,1,1,2,1,9001,2,10.6837606837607,"2",0.475424141647323,1
43193386,1,317,7,351.694166666712,1,16,1,">65",0,999,6,"secondary",999,"<10k",997,16,1,1,1,999,9001,4,7.96178343949044,"1",0.98372471959393,1
43217961,0,328,4,334.557256944478,0,13,1,"41-65",0,1,1,"postsec",1,"20-39k",2,13,1,1,3,1,9001,11,18.9035916824197,"3",0.354963754587636,1
43269432,1,32,2,82.7832870370476,0,18,1,"11-19",0,999,999,"secondary",2,"10-19k",1,13,1,1,4,997,5,16,16.4473684210526,"4",0.345940324980665,1
43326784,0,331,7,332.427442129585,0,10,2,"11-19",1,999,999,"primary",999,"unknown",1,5,1,1,4,1,9001,2,20.0400801603206,"4",0.297777170925965,1
43335279,0,339,1,337.540798611124,1,12,1,"11-19",1,999,999,"unknown",999,"unknown",1,999,1,999,5,1,9001,3,20.0400801603206,">=5",0.235561519438697,1
43404638,0,351,6,353.449351851828,0,10,1,"41-65",0,1,1,"postsec",1,"20-39k",1,2,1,1,4,1,9001,7,12.2399020807834,"4",0.37646296963396,1
43803510,1,35,5,83.6223263888387,0,14,2,"21-40",1,999,5,"primary",999,"unknown",2,7,1,1,4,1,9001,2,12.970168612192,"4",0.400919496403776,1
43844651,1,145,3,253.571076388936,1,13,1,"11-19",0,1,4,"primary",2,"10-19k",1,9,1,1,4,997,5,27,20.0400801603206,"4",0.490108524032647,1
43862142,1,320,3,355.501979166642,0,12,1,"11-19",0,999,4,"secondary",999,"unknown",997,3,999,1,3,1,9001,3,16.4473684210526,"3",0.107242195992155,1
43878748,1,43,6,91.6671875000466,0,16,2,"11-19",1,2,4,"postsec",2,"10-19k",1,11,1,1,3,1,9001,11,16.4473684210526,"3",0.138788984720767,1
44029573,1,35,5,83.6109606481623,0,14,1,"41-65",0,2,1,"secondary",1,"<10k",1,14,1,1,1,999,9001,1,14.5348837209302,"1",0.711907245641435,1
44169120,1,129,1,259.567881944473,0,13,1,"41-65",0,1,1,"primary",1,"<10k",1,13,1,1,5,1,9001,12,10.6837606837607,">=5",0.917319377499333,1
44169606,1,60,2,83.7526388888946,0,18,1,"41-65",1,1,1,"postsec",1,">=40k",1,13,1,1,1,997,10,14,12.2399020807834,"1",0.175933040819558,1
44211423,1,373,7,391.530879629659,0,12,1,"0-10",1,1,4,"primary",2,"10-19k",1,9,1,1,5,1,9001,18,27.9329608938547,">=5",0.630961669557141,1
44255633,0,69,4,67.7939814814599,0,19,2,"21-40",0,999,999,"unknown",2,"10-19k",1,18,1,1,3,997,1,3,12.9032258064516,"3",0.72696916233208,1
44598621,1,25,2,29.7219444444636,1,17,1,"41-65",1,1,1,"primary",1,"<10k",2,12,1,1,4,997,20,20,10.6837606837607,"4",0.860296581462229,1
44623572,0,374,1,375.722812499967,0,17,2,"21-40",0,1,1,"secondary",1,"10-19k",1,14,1,1,2,1,9001,3,12.970168612192,"2",0.409491703597208,1
44867745,0,86,7,85.7996990741231,1,19,1,"41-65",0,1,1,"postsec",2,"20-39k",2,14,1,1,4,1,9001,6,12.2399020807834,"4",0.261492995737595,1
44927185,0,334,3,334.908761574072,0,21,1,"0-10",0,1,4,"primary",999,"unknown",1,9,1,1,4,997,10,1,23.5294117647059,"4",0.272183866207816,1
45067009,0,351,6,353.501863425947,0,12,1,"41-65",0,999,999,"secondary",1,"20-39k",1,1,1,1,3,997,4,2,14.5348837209302,"3",0.630900378470017,1
45244375,1,43,6,83.7832638889086,0,18,2,"41-65",0,999,999,"unknown",2,"10-19k",2,6,999,1,4,1,9001,2,12.2399020807834,"4",0.914455141920608,1
45293310,1,320,3,355.477384259226,0,11,1,"21-40",1,1,1,"secondary",1,"10-19k",1,3,1,1,3,997,9001,3,15.3374233128834,"3",0.441335765502981,1
45357188,1,22,6,28.7990509258816,0,19,1,"41-65",1,2,1,"secondary",2,"<10k",2,12,1,1,3,997,5,7,10.6837606837607,"3",0.755412688314284,1
45582659,1,359,7,369.551412036992,0,13,1,"21-40",1,2,1,"postsec",1,"<10k",1,18,1,1,4,997,20,4,15.3374233128834,"4",0.229654370125443,1
45685244,0,352,7,377.795185185154,0,19,1,"21-40",1,1,5,"secondary",2,"10-19k",1,18,1,1,4,1,9001,5,12.970168612192,"4",0.46430076772504,1
45740273,0,370,4,371.944282407407,0,22,2,"0-10",0,999,999,"primary",2,">=40k",1,16,1,1,4,1,9001,6,27.9329608938547,"4",0.292992488654312,1
45825573,0,368,2,368.671134259319,0,16,1,"0-10",1,1,4,"primary",2,"20-39k",1,17,1,1,6,997,50,8,23.5294117647059,">=5",0.535243253175668,1
45863335,1,333,2,368.637372685131,0,15,1,"0-10",1,999,4,"primary",999,"unknown",1,13,1,1,4,1,9001,21,27.9329608938547,"4",0.279700314021079,1
46077422,0,366,7,365.717847222229,1,17,2,"11-19",1,999,999,"primary",1,"<10k",1,16,1,1,4,997,3,18,20.0400801603206,"4",0.516044396048107,1
46089917,1,28,5,83.6474768518237,0,15,2,"41-65",1,1,5,"postsec",2,">=40k",1,18,1,1,3,999,9001,16,10.6837606837607,"3",0.204444576520989,1
46221582,0,377,4,385.860590277822,0,20,1,"11-19",0,999,999,"primary",1,"<10k",1,9,1,1,3,997,7,5,20.0400801603206,"3",0.614794210565226,1
46233386,1,355,3,370.723692129599,0,17,1,"0-10",1,999,4,"primary",2,"<10k",1,6,1,1,5,999,9001,10,23.5294117647059,">=5",0.646226524064282,1
46360894,0,374,1,383.792268518475,0,19,2,"11-19",0,999,999,"primary",2,">=40k",997,14,1,2,3,1,9001,4,20.0400801603206,"3",0.292028309673481,1
46454142,0,22,6,26.7465277777519,0,17,2,"41-65",1,1,1,"secondary",1,">=40k",1,3,1,1,2,1,9001,8,11.3636363636364,"2",0.421145262701189,1
46523078,1,25,2,29.7434490740998,1,17,2,"41-65",1,1,1,"primary",1,"<10k",1,7,1,1,2,997,15,23,11.3636363636364,"2",0.836491411851829,1
46626598,1,216,4,264.743576388923,0,17,1,">65",0,999,6,"postsec",999,"unknown",997,17,1,1,8,1,9001,1,7.96178343949044,">=5",0.936739140664666,1
46676194,0,328,4,332.712800925947,0,17,1,"41-65",0,1,1,"postsec",2,">=40k",1,18,1,1,2,1,9001,1,10.6837606837607,"2",0.184061662837706,1
46816817,1,333,2,354.546423611115,0,13,1,"0-10",1,1,4,"primary",2,"20-39k",1,1,1,1,11,999,9001,11,27.9329608938547,">=5",0.646735189308581,1
46838614,1,320,3,337.765844907379,1,18,1,"41-65",0,999,6,"postsec",2,"20-39k",2,7,1,1,2,997,6,10,18.9035916824197,"2",0.227298654330363,1
46908275,1,352,7,354.470995370415,0,11,2,"0-10",1,999,4,"primary",999,"<10k",1,6,999,1,3,997,5,4,27.9329608938547,"3",0.602786361068216,1
46978852,1,102,2,106.521886574104,1,12,1,"21-40",0,1,1,"secondary",1,"10-19k",2,7,1,1,6,1,9001,2,12.970168612192,">=5",0.370775295168214,1
46984835,0,370,4,374.471562499995,0,11,1,"21-40",0,1,1,"secondary",2,"10-19k",2,7,1,1,6,997,4,2,12.3762376237624,">=5",0.501185596099102,1
47267353,1,362,3,400.461620370392,1,11,1,"41-65",0,1,1,"secondary",2,">=40k",1,2,1,1,5,997,20,18,12.2399020807834,">=5",0.351780198797923,1
47269857,0,340,2,337.921851851861,1,22,1,"11-19",1,1,4,"primary",2,">=40k",1,2,1,1,4,997,40,3,20.0400801603206,"4",0.2160452172335,1
47405812,0,79,7,80.4959953703219,0,11,1,"21-40",1,1,1,"postsec",1,"10-19k",2,14,1,1,5,997,2,4,15.3374233128834,">=5",0.234385752930903,1
47545727,1,373,7,390.654548611143,0,15,2,"41-65",1,999,999,"primary",2,"<10k",999,7,1,1,2,1,9001,4,11.3636363636364,"2",0.897153128302617,1
47681562,0,27,4,28.4970023147762,0,11,2,"41-65",1,2,1,"postsec",1,"10-19k",1,18,1,1,5,1,9001,4,10.6837606837607,">=5",0.528363436125908,1
47747005,1,373,7,390.790787036996,0,18,1,"0-10",0,999,4,"primary",2,"unknown",1,11,1,1,3,999,9001,26,23.5294117647059,"3",0.254211965477954,1
47790815,1,379,6,400.48726851854,1,11,1,"11-19",0,999,4,"secondary",2,"unknown",1,11,1,1,5,997,5,39,20.0400801603206,">=5",0.0781714009126967,1
47837972,1,379,6,400.73929398146,1,17,2,"0-10",0,999,4,"primary",1,"<10k",1,11,998,1,4,997,11,29,27.9329608938547,"4",0.484638412341434,1
48021733,1,320,3,355.701018518535,0,16,1,"21-40",0,1,999,"postsec",999,"unknown",1,5,1,1,3,1,9001,2,12.970168612192,"3",0.0575229392192524,1
48112344,0,332,1,332.153206018498,0,3,1,"21-40",0,999,999,"secondary",999,"unknown",997,2,1,1,6,1,9001,2,15.3374233128834,">=5",0.200231441192612,1
48264817,1,102,2,116.500231481506,0,12,1,">65",1,1,6,"primary",1,"<10k",2,1,1,1,1,1,9001,7,7.96178343949044,"1",0.996993450631527,1
48451909,0,28,5,45.5654398148181,0,13,1,"41-65",0,1,1,"postsec",2,">=40k",1,6,1,1,2,1,9001,1,11.3636363636364,"2",0.184061662837706,1
48478716,1,349,4,413.443842592649,0,10,1,"21-40",1,1,1,"postsec",1,">=40k",1,5,1,1,5,1,9001,11,12.3762376237624,">=5",0.077943325128538,1
48711852,1,352,7,369.462141203694,0,11,1,"21-40",1,2,1,"postsec",1,"<10k",1,18,1,1,3,997,5,5,12.9032258064516,"3",0.213666233131939,1
48885926,1,374,1,427.534652777831,0,12,2,"0-10",1,999,1,"unknown",2,"10-19k",1,6,1,1,4,997,2,2,23.5294117647059,"4",0.637680366307122,1
49051874,0,105,5,109.499953703722,0,11,2,"11-19",1,999,999,"primary",2,"20-39k",1,18,1,1,4,997,10,6,20.0400801603206,"4",0.51095968885958,1
49226652,0,375,2,375.388900463004,0,9,1,"41-65",0,1,1,"secondary",1,"<10k",1,15,1,1,3,1,9001,3,12.3762376237624,"3",0.748394875644313,1
49249560,1,320,3,337.725787037052,1,17,1,"41-65",0,1,1,"postsec",2,"20-39k",1,17,1,1,2,1,9001,7,11.3636363636364,"2",0.227298654330363,1
49995427,0,29,6,26.8553356481716,0,20,1,"11-19",0,999,999,"secondary",2,"10-19k",1,9,1,1,3,1,9001,1,20.0400801603206,"3",0.325274903158096,1
50008060,0,331,7,344.717604166712,1,17,1,"0-10",1,999,999,"primary",1,"20-39k",1,18,1,1,4,1,9001,3,23.5294117647059,"4",0.359431565843634,1
50042587,1,34,4,83.4528124999488,0,10,1,"41-65",1,999,5,"secondary",2,"10-19k",998,17,1,1,4,997,5,13,12.2399020807834,"4",0.760285525496401,1
50074653,1,46,2,83.7682754630223,0,18,2,"21-40",0,1,1,"postsec",1,"20-39k",1,15,1,1,4,1,9001,14,12.3762376237624,"4",0.141623058753699,1
50084327,0,339,1,339.509756944492,0,12,1,"0-10",1,1,4,"primary",2,"20-39k",1,15,1,1,3,1,9001,1,23.5294117647059,"3",0.465828378092386,1
50139229,1,373,7,393.683356481488,1,16,1,"21-40",1,1,1,"secondary",1,"<10k",2,5,1,1,2,1,9001,1,12.970168612192,"2",0.310896595611826,1
50322326,0,375,2,372.539375000051,1,12,2,"41-65",1,999,999,"unknown",999,"unknown",1,999,1,1,4,997,6,1,12.2399020807834,"4",0.618617426035628,1
50513512,0,163,7,165.01855324069,0,0,1,"41-65",1,2,6,"secondary",1,"<10k",1,14,1,1,2,997,10,14,11.3636363636364,"2",0.737882070356606,1
50519942,1,32,2,83.6074884259142,0,14,1,"41-65",0,1,3,"secondary",2,"20-39k",2,13,1,1,4,997,10,15,12.2399020807834,"4",0.652213629044193,1
50618404,0,350,5,348.869004629669,0,20,1,"21-40",1,1,1,"postsec",1,"10-19k",2,6,1,1,4,1,9001,3,15.3374233128834,"4",0.218161508577712,1
50668489,1,362,3,393.643900463008,1,15,1,"0-10",1,1,4,"primary",999,"unknown",1,12,1,1,6,997,30,10,27.9329608938547,">=5",0.215146389824324,1
50738539,1,101,1,118.439259259263,0,10,1,"41-65",1,1,5,"secondary",2,"20-39k",2,11,1,1,4,997,2,6,14.5348837209302,"4",0.660697879606645,1
50883182,1,102,2,105.748194444459,0,17,1,">65",0,999,6,"postsec",999,"unknown",1,17,1,1,3,997,9001,2,7.96178343949044,"3",0.90305382657118,1
50919735,1,349,4,368.719768518466,0,17,1,"41-65",0,1,1,"primary",1,"10-19k",1,3,1,1,3,1,9001,11,10.6837606837607,"3",0.896127361291811,1
51017991,1,336,5,354.443738425965,0,10,2,"41-65",1,999,5,"primary",2,"unknown",999,14,1,1,3,999,9001,11,14.5348837209302,"3",0.690604766677704,1
51105699,0,27,4,29.773460648139,1,18,2,"21-40",1,1,1,"postsec",1,"10-19k",1,2,1,1,2,997,8,9,12.970168612192,"2",0.119681273871332,1
51267470,1,213,1,260.49797453708,1,11,1,"41-65",1,1,1,"primary",1,"10-19k",2,18,1,1,4,997,13,3,10.6837606837607,"4",0.852155347592116,1
51273253,0,389,2,391.544803240686,0,13,1,"11-19",0,1,4,"primary",2,">=40k",1,8,1,1,5,997,10,2,27.9329608938547,">=5",0.331779272967772,1
51480006,0,60,2,60.7896064814413,0,18,2,"21-40",1,1,1,"postsec",1,"10-19k",1,14,1,1,4,1,9001,15,15.3374233128834,"4",0.218161508577712,1
51688983,1,213,1,260.453634259291,1,10,1,"41-65",1,999,5,"primary",2,"<10k",2,10,1,1,5,999,9001,19,12.2399020807834,">=5",0.871070572167546,1
51758126,1,379,6,400.67094907409,1,16,1,"0-10",0,999,4,"primary",2,"20-39k",1,2,1,1,3,999,9001,11,23.5294117647059,"3",0.330006309154319,1
51996739,0,352,7,350.625451388885,0,15,1,"21-40",1,1,1,"postsec",1,"10-19k",1,14,1,1,5,1,9001,1,12.970168612192,">=5",0.234385752930903,1
52252915,0,43,6,44.664155092556,1,15,1,"41-65",0,1,6,"secondary",1,">=40k",1,14,1,1,3,1,9001,4,18.9035916824197,"3",0.310747281777246,1
52514473,0,32,2,33.6534259258769,0,15,1,"0-10",1,1,4,"primary",2,"20-39k",1,15,1,1,4,997,30,4,23.5294117647059,"4",0.488952413602823,1
52526919,1,379,6,400.475624999963,1,11,1,"0-10",1,999,4,"unknown",2,"20-39k",1,6,1,1,4,997,20,23,27.9329608938547,"4",0.387896217180004,1
52538370,0,334,3,332.953263888834,0,22,1,"21-40",0,1,1,"secondary",1,"20-39k",1,7,1,1,4,997,60,5,12.970168612192,"4",0.338832325775844,1
52644438,0,168,5,166.891493055504,0,21,1,"41-65",0,1,1,"secondary",1,"20-39k",1,6,1,1,3,997,12,1,10.6837606837607,"3",0.630900378470017,1
52807309,0,339,1,336.889664351824,0,21,2,"41-65",1,1,1,"postsec",1,"20-39k",1,18,1,1,1,997,150,6,12.2399020807834,"1",0.321895698086209,1
52880532,1,336,5,348.495983796311,0,11,1,"41-65",0,1,1,"secondary",2,">=40k",2,6,1,1,4,997,5,4,11.3636363636364,"4",0.457529825799297,1
53035837,0,27,4,28.8524768518982,0,20,1,"11-19",0,1,4,"secondary",1,"<10k",1,2,1,1,4,1,9001,19,16.4473684210526,"4",0.361056029333758,1
53193716,1,352,7,369.72074074077,0,17,2,"11-19",0,1,1,"postsec",1,"10-19k",1,15,1,1,4,1,9001,22,16.4473684210526,"4",0.14550446345878,1
53326127,1,336,5,355.641458333354,0,15,1,"41-65",0,1,6,"secondary",999,"unknown",1,17,1,1,3,1,9001,9,14.5348837209302,"3",0.40958778582582,1
53329656,0,328,4,328.586759259226,0,14,1,"21-40",1,2,4,"postsec",2,"20-39k",1,15,1,1,4,997,20,7,15.3374233128834,"4",0.146258567138857,1
53475379,1,99,6,106.5259606482,1,12,1,"21-40",1,1,1,"postsec",1,"10-19k",2,9,1,1,5,1,9001,4,15.3374233128834,">=5",0.152213486920234,1
53478679,1,320,3,351.606261574081,1,14,1,">65",0,999,6,"secondary",1,"<10k",2,6,1,1,1,1,9001,8,7.96178343949044,"1",0.98372471959393,1
53506126,1,333,2,407.627789351856,1,15,1,"41-65",1,2,1,"secondary",2,">=40k",2,18,1,1,5,1,9001,2,10.6837606837607,">=5",0.360406261992792,1
53689754,0,339,1,340.753715277766,0,18,2,"21-40",1,1,1,"postsec",1,"10-19k",2,6,1,1,4,997,40,2,15.3374233128834,"4",0.218161508577712,1
53802698,0,339,1,339.915844907402,0,21,1,"21-40",1,1,1,"postsec",1,"10-19k",1,14,1,1,4,1,9001,5,12.9032258064516,"4",0.218161508577712,1
53811246,1,102,2,119.668310185196,0,16,1,">65",1,999,6,"secondary",999,"unknown",2,8,1,1,3,1,9001,26,7.96178343949044,"3",0.967786330965984,1
53894905,0,334,3,335.505578703713,0,12,2,"41-65",1,999,999,"postsec",999,"unknown",1,18,1,1,3,997,20,11,12.2399020807834,"3",0.188250248807974,1
53976593,0,86,7,98.4013657406904,0,9,1,"21-40",1,1,1,"postsec",1,"20-39k",1,7,1,1,3,1,9001,10,12.9032258064516,"3",0.135058404775023,1
54066249,1,352,7,369.555069444468,0,13,2,"21-40",0,1,1,"postsec",1,"20-39k",1,18,1,1,4,997,20,8,12.970168612192,"4",0.141623058753699,1
54148231,1,333,2,354.634224537062,0,15,1,"41-65",1,999,999,"secondary",1,"<10k",1,6,1,1,1,1,9001,9,11.3636363636364,"1",0.719561417664467,1
54164281,0,423,1,422.871643518563,1,20,2,"41-65",0,999,999,"secondary",999,"unknown",2,8,1,1,4,1,9001,2,12.2399020807834,"4",0.308615067477365,1
54263537,0,85,6,85.0080902777845,1,0,2,"21-40",1,1,1,"secondary",1,"10-19k",1,2,1,1,3,1,9001,1,12.3762376237624,"3",0.316613823751875,1
54279943,1,392,5,400.708692129585,1,17,1,"0-10",1,999,999,"unknown",2,"10-19k",1,2,1,1,4,999,9001,13,23.5294117647059,"4",0.507918276554516,1
54352448,1,352,7,369.638958333293,0,15,1,"0-10",0,1,4,"primary",2,"10-19k",1,6,1,1,4,1,9001,5,23.5294117647059,"4",0.600133223762298,1
54470030,1,102,2,125.533564814832,0,12,1,">65",1,999,5,"secondary",2,"20-39k",2,14,1,1,4,997,25,4,18.9035916824197,"4",0.987836456535164,1
54550414,0,10,1,11.0013310185168,0,0,2,"41-65",1,1,6,"secondary",2,">=40k",1,2,1,1,2,1,9001,3,11.3636363636364,"2",0.421145262701189,1
54643422,0,334,3,335.737372685224,0,17,1,"0-10",1,1,4,"primary",999,"unknown",1,10,1,1,4,997,20,7,23.5294117647059,"4",0.279700314021079,1
54787848,0,370,4,374.967638888862,0,23,2,"0-10",0,999,999,"unknown",999,"unknown",1,2,1,1,4,1,9001,1,23.5294117647059,"4",0.296942011988935,1
54970399,0,23,7,23.4410532407928,1,10,2,"41-65",1,1,1,"postsec",1,"20-39k",1,17,1,1,3,1,9001,1,10.6837606837607,"3",0.250996728934807,1
55157168,1,352,7,369.481967592612,0,11,1,"21-40",1,2,1,"postsec",1,"<10k",1,14,1,1,4,1,9001,21,12.3762376237624,"4",0.229654370125443,1
55235710,1,373,7,390.714953703689,0,17,1,"11-19",1,999,4,"secondary",2,"10-19k",1,2,1,1,5,997,10,16,20.0400801603206,">=5",0.375989039021425,1
55257573,1,13,4,15.5012731481111,1,12,1,"41-65",0,1,1,"secondary",1,"20-39k",1,6,1,1,3,1,9001,8,14.5348837209302,"3",0.500611690883101,1
55327162,1,102,2,106.500081018545,1,12,2,"21-40",1,999,5,"secondary",2,"<10k",2,5,1,2,3,999,9001,10,12.3762376237624,"3",0.331096791890216,1
55377154,1,397,3,424.448611111147,0,10,1,"0-10",1,999,999,"unknown",2,"unknown",1,18,1,1,3,1,9001,7,27.9329608938547,"3",0.285573056707821,1
55603182,1,334,3,348.635497685173,0,15,2,"41-65",0,1,1,"postsec",1,"20-39k",1,11,1,1,4,1,9001,15,12.2399020807834,"4",0.37646296963396,1
55607039,1,352,7,369.728009259212,0,17,2,"21-40",1,1,1,"postsec",1,">=40k",1,1,1,1,4,1,9001,11,12.9032258064516,"4",0.0715362457496729,1
55646398,1,352,7,370.491666666698,0,11,1,"0-10",0,999,4,"primary",999,"unknown",1,17,1,1,4,997,3,8,23.5294117647059,"4",0.272183866207816,1
55646506,1,320,3,351.72184027778,1,17,1,">65",1,999,6,"secondary",2,"<10k",1,1,1,1,2,997,4,2,18.9035916824197,"2",0.985684917509756,1
55774986,1,34,4,83.4672800926492,0,11,1,"41-65",1,999,6,"primary",2,"20-39k",1,13,1,1,2,1,9001,2,18.9035916824197,"2",0.833688443871022,1
55787046,0,213,1,213.881990740774,0,21,1,"11-19",0,1,4,"secondary",999,"unknown",1,5,1,1,4,1,9001,2,20.0400801603206,"4",0.116446163135303,1
55816958,1,213,1,260.463599537034,1,11,1,"41-65",1,1,3,"secondary",1,"20-39k",997,13,1,1,2,1,9001,2,18.9035916824197,"2",0.486844639149848,1
55860631,1,373,7,391.498449074104,0,11,2,"21-40",0,1,1,"postsec",999,"unknown",1,6,1,1,2,1,9001,4,12.970168612192,"2",0.0526985147867691,1
56046687,1,349,4,351.749537036987,1,17,1,"0-10",0,999,4,"unknown",999,"unknown",1,2,1,1,4,1,9001,10,23.5294117647059,"4",0.198525257827001,1
56268855,1,198,7,259.621608796297,0,14,2,"41-65",0,1,1,"unknown",1,"20-39k",1,10,1,1,4,997,3,3,14.5348837209302,"4",0.867777328411971,1
56299382,1,34,4,82.756678240723,0,18,1,">65",1,999,5,"primary",999,"unknown",2,17,1,1,11,999,9001,4,18.9035916824197,">=5",0.994909294746057,1
56303770,1,145,3,253.539409722202,1,12,1,"11-19",1,2,4,"postsec",1,"<10k",1,17,1,1,4,997,3,7,16.4473684210526,"4",0.0997353636380187,1
56317255,1,320,3,351.716469907435,1,17,1,"41-65",0,2,3,"secondary",1,"10-19k",2,17,1,1,4,1,9001,3,18.9035916824197,"4",0.641754862645718,1
56633857,1,99,6,116.485694444389,0,11,2,"11-19",0,999,4,"primary",999,"unknown",1,11,1,1,6,1,9001,5,20.0400801603206,">=5",0.329571750362494,1
56656760,0,357,5,358.500509259291,1,12,2,"41-65",0,999,999,"secondary",2,"10-19k",1,2,1,1,3,1,9001,5,11.3636363636364,"3",0.620173932642589,1
56725452,0,204,6,204.564733796287,1,13,2,"21-40",1,999,999,"postsec",2,"20-39k",1,14,1,1,3,1,9001,11,15.3374233128834,"3",0.0838931305801551,1
57065386,0,31,1,34.493229166721,0,11,2,"41-65",1,2,3,"postsec",1,"10-19k",1,6,1,1,3,1,9001,3,10.6837606837607,"3",0.482050456268401,1
57128384,1,352,7,417.444074074039,0,10,1,"21-40",1,1,1,"postsec",1,"20-39k",1,2,1,1,2,997,5,3,12.970168612192,"2",0.124590760316133,1
57197274,0,350,5,353.981458333321,0,23,2,"41-65",0,999,999,"postsec",1,">=40k",1,14,1,1,2,1,9001,5,14.5348837209302,"2",0.184061662837706,1
57300101,1,145,3,173.495289351908,0,11,1,"0-10",0,999,997,"primary",2,"20-39k",1,7,1,1,4,997,5,11,23.5294117647059,"4",0.479556518013483,1
57387685,0,352,7,356.669293981511,0,16,2,"21-40",0,1,1,"secondary",1,"10-19k",1,2,1,1,4,1,9001,4,12.3762376237624,"4",0.454956865412513,1
