participant_code,mode_survey,assign_date,assign_week_day,actual_date,actual_week_day,actual_hour,age_or_range,age_or_mid_range,gender,full_or_part_time,work_role,edu,indiv_or_family_income,income_mid_range,place_birth,district,ethnicity,permanent_residence,num_usual_contacts,total_hrs_participant,physical_hrs_participant
76250789,1,35,5,83.4711574073881,4,11,1,62,2,999,6,2,1,1,2,14,1,1,3,3.275,0
76281183,1,216,4,265.451064814813,4,10,1,63,2,999,6,3,1,1,1,2,1,1,4,28.8833333333333,8.04166666666667
76317899,2,339,1,337.487893518526,6,11,1,25,1,1,4,3,1,1,1,3,1,1,3,3.89166666666667,3.275
76349818,1,397,3,431.495590277831,2,11,1,4,2,1,4,1,2,8,1,6,1,1,3,18.5,18.5
76739432,1,333,2,348.672858796315,3,16,1,57,1,1,1,3,1,10,1,3,1,1,3,8.33333333333333,3.73333333333333
76973593,1,379,6,393.68769675924,6,16,1,12,1,1,4,1,2,5,1,14,1,1,3,14.8166666666667,0.316666666666667
77053784,2,365,6,366.973298611119,7,23,2,3,1,999,999,999,999,999,1,6,1,1,3,8,8
77069618,2,377,4,377.645046296297,4,15,2,28,1,1,1,3,1,5,1,16,1,1,2,20.7,0
77133623,1,336,5,355.55232638889,3,13,1,18,2,2,1,1,1,1,1,13,1,1,5,24.0166666666667,18.6583333333333
77153357,2,332,1,329.970185185201,5,23,1,18,1,2,4,3,1,1,1,6,1,1,2,4,0
77166129,2,328,4,329.464236111147,5,11,2,43,1,1,1,3,999,999,1,16,1,1,3,6.01666666666667,2.5
77283739,2,314,4,313.55395833333,3,13,2,13,2,999,999,2,2,998,1,11,1,1,0,4,0
77319220,2,91,5,91.5616203703685,5,13,2,23,2,1,1,3,999,999,1,9,1,1,3,14.35,7.5
77355737,2,31,1,43.4865393518703,6,11,2,48,2,2,1,2,999,999,1,2,1,1,1,2.5,0
77400450,2,60,2,60.5123379629804,2,12,2,48,2,1,1,2,2,4,2,8,1,1,3,4,0
77477417,2,346,1,346.978125000023,1,23,2,38,2,999,999,3,999,999,2,17,1,1,2,8,8
77514857,2,357,5,363.411874999991,4,9,2,13,2,1,4,1,1,1,1,14,1,1,3,37,24.5
77647346,2,375,2,384.593842592556,4,14,1,33,1,1,1,3,1,7,1,2,1,1,2,11.4916666666667,6.09166666666667
77710158,2,22,6,24.0588888889179,1,1,1,25,1,1,1,3,1,4,1,17,1,1,3,10.5,4
77725637,2,377,4,376.853819444426,3,20,2,13,1,999,999,1,999,999,1,17,1,1,7,0.475,0.475
77748949,1,29,6,32.7014004630037,2,16,1,58,1,2,3,2,1,2,1,3,1,1,3,13.9666666666667,4
78027519,2,377,4,385.974687500042,5,23,2,3,2,999,999,1,2,10,1,1,1,1,3,16.1583333333333,13.6583333333333
78096234,2,180,3,179.93789351848,2,22,2,28,2,2,3,3,2,5,2,14,1,1,5,10.5,10.5
78151694,1,253,6,271.521539351903,3,12,2,53,2,2,1,1,2,9,1,13,1,1,1,2.825,0.816666666666667
78251014,2,16,7,27.5965509258676,4,14,2,28,2,1,1,3,999,999,1,2,1,1,2,0.775,0
78274084,2,334,3,332.610682870378,1,14,2,8,1,999,999,1,2,998,1,14,1,1,3,8,8
78394560,1,99,6,105.743587962934,5,17,1,65,2,999,6,2,999,999,2,2,1,1,1,4,0
78474807,2,370,4,370.704247685149,4,16,2,8,1,999,999,1,999,999,1,6,999,1,3,0.975,0.658333333333333
78475860,2,370,4,372.318749999977,6,7,2,28,1,1,1,3,1,5,1,8,1,1,5,20,12
78485378,1,13,4,28.7532986111473,5,18,1,65,2,2,1,1,1,1,1,6,1,1,1,15.0916666666667,0
78509088,2,318,1,319.958113425877,2,22,2,38,2,1,1,3,1,8,1,8,1,1,0,21.6583333333333,0
78573105,2,331,7,337.991319444496,6,23,2,13,1,1,4,2,1,1,1,2,1,1,2,6.7,2.5
78658758,2,85,6,85.6810879629338,6,16,1,54,2,1,1,2,1,5,1,11,1,1,0,6.00833333333333,0
78692773,1,352,7,369.44478009257,3,10,1,6,2,999,4,1,2,2,1,17,1,1,3,4.01666666666667,1.85
78724340,2,328,4,329.532233796315,5,12,2,58,1,999,999,3,2,4,1,2,1,1,1,4.575,4
78733428,2,340,2,350.648680555518,5,15,2,53,2,999,999,3,999,999,1,5,1,1,4,6.54166666666667,2.5
78745890,1,320,3,355.670729166712,3,16,2,48,2,1,1,998,2,2,2,9,1,1,3,8,4
78754706,1,206,1,259.732488425914,5,17,1,19,2,1,1,2,1,3,1,9,1,1,2,24.4833333333333,3.73333333333333
78845538,1,317,7,354.694791666698,2,16,1,53,2,2,5,2,2,6,1,13,1,1,2,31.8583333333333,21.775
78886714,2,323,6,323.74690972222,6,17,2,33,2,1,1,3,1,7,1,7,1,1,4,29.025,1.23333333333333
78917226,2,10,1,27.7008217592957,4,16,1,21,1,999,999,3,999,999,1,13,1,1,3,9.09166666666667,8.11666666666667
79073292,1,352,7,369.488912036992,3,11,1,9,2,1,4,1,2,998,1,10,1,1,3,24.9416666666667,13.1583333333333
79105910,2,339,1,339.949016203755,1,22,2,58,1,999,999,3,1,4,2,6,1,2,1,0.616666666666667,0
79151233,1,336,5,368.505578703713,2,12,1,60,2,999,5,2,2,4,997,18,1,1,2,8.31666666666667,8
79300630,2,115,1,135.053796296241,7,1,1,41,1,1,1,3,999,999,1,6,1,1,0,4,4
79325993,2,351,6,355.33613425924,3,8,2,23,2,1,1,3,1,4,1,13,1,1,3,11.2083333333333,5.61666666666667
79384042,1,24,1,83.6731134259608,4,16,1,64,1,2,5,3,999,7,1,14,1,1,2,16,4
79490344,1,373,7,391.481203703675,4,11,1,6,1,999,4,1,2,6,1,6,1,1,4,20.5416666666667,13
79510513,2,59,1,59.0874537037453,1,2,2,18,2,1,1,3,999,999,1,7,1,1,3,6.5,6.5
79524265,2,374,1,372.745879629627,6,17,2,28,1,1,1,3,1,4,1,15,1,1,3,14,2.5
79557575,1,216,4,260.527326388867,6,12,1,63,2,2,1,2,1,2,1,13,1,1,1,4.575,0.0416666666666667
79572942,1,336,5,364.53560185188,5,12,1,53,2,2,1,2,1,3,1,15,1,1,10,15.1666666666667,0
79586105,2,356,4,357.91552083334,5,21,2,53,1,1,1,3,2,11,1,13,1,1,1,18.5083333333333,4.61666666666667
79586148,2,344,6,344.510520833312,6,12,2,13,2,1,4,2,2,7,1,10,1,1,4,0.525,0.483333333333333
79679001,2,328,4,343.591562499991,5,14,2,53,1,1,2,3,1,9,1,2,1,1,3,34.1166666666667,12.1166666666667
79726647,1,216,4,265.464988425956,4,11,1,70,2,999,5,2,2,7,1,14,1,1,3,12.0166666666667,0.158333333333333
79740749,1,28,5,29.796851851861,6,19,2,38,2,1,3,3,1,4,2,13,1,1,3,4.475,0.616666666666667
79834335,2,316,6,319.798182870378,2,19,2,58,2,999,999,3,2,8,1,5,1,1,2,9.61666666666667,9
79884110,1,336,5,348.506041666726,3,12,1,75,1,1,6,2,2,6,1,17,1,1,2,16.5583333333333,0
80014822,2,84,5,82.7000925926259,3,16,1,33,1,1,1,3,1,7,2,15,1,1,2,19.1166666666667,6.5
80052567,2,86,7,90.7543287037406,4,18,1,18,2,999,999,2,2,10,1,2,1,1,3,27.85,8
80070306,2,328,4,328.905925925937,4,21,2,23,1,1,1,3,1,5,1,7,1,1,5,11.5416666666667,0
80080199,1,216,4,264.73616898153,3,17,1,56,2,999,5,3,2,6,1,5,1,1,4,28.2,10
80281187,2,356,4,356.872500000056,4,20,2,18,2,2,1,3,1,3,2,17,1,1,2,4,0
80300976,2,332,1,340.959884259268,2,23,2,53,1,1,1,3,999,999,1,14,1,1,1,4.71666666666667,4
80433299,2,84,5,85.4476504629711,6,10,2,13,2,999,999,2,999,999,1,10,1,1,3,20.275,12.7333333333333
80565373,2,28,5,28.4300231481902,5,10,1,20,1,1,4,3,999,999,2,9,1,1,3,0.616666666666667,0
80581246,1,334,3,368.486157407402,2,11,2,63,1,1,1,1,1,4,1,14,1,1,1,4.08333333333333,4
80595998,1,333,2,364.508726851898,5,12,1,56,1,2,1,2,1,3,2,6,1,999,4,5,5
80649207,2,379,6,379.748634259216,6,17,2,3,1,999,999,1,999,999,1,3,1,1,2,9,0
80651740,2,115,1,115.01582175924,1,0,1,53,2,999,999,2,2,8,1,9,1,1,2,5.81666666666667,5.61666666666667
80684232,2,18,2,15.8864930556156,6,21,2,18,1,1,1,2,1,4,1,18,1,1,3,17.4083333333333,2.5
80692557,2,115,1,116.390173611115,2,9,2,48,2,1,1,3,999,999,1,5,1,1,3,5.61666666666667,5.61666666666667
80797993,1,317,7,354.71692129632,2,17,1,74,2,999,6,3,1,1,2,6,1,1,1,5,0
81021136,2,351,6,348.723229166702,3,17,2,23,2,1,1,2,1,3,1,11,1,1,4,13.5583333333333,13
81170956,2,31,1,30.5305208333302,7,12,1,56,1,1,6,3,1,3,1,6,1,1,2,4.61666666666667,4
81188111,2,179,2,181.510231481516,4,12,2,33,2,1,1,3,1,7,1,1,1,1,2,0.158333333333333,0
81318554,2,314,4,314.666909722262,4,16,2,3,1,999,999,999,2,8,1,2,1,1,4,18,18
81336290,1,320,3,337.711481481441,6,17,1,35,1,1,1,3,1,9,1,16,1,1,2,14.9583333333333,8
81491276,1,99,6,112.473171296297,5,11,1,10,2,999,4,1,2,3,1,10,1,1,3,12,12
81669050,2,346,1,346.799467592617,1,19,1,55,1,1,1,3,1,6,1,2,1,1,4,10.5416666666667,8
81832556,2,366,7,364.44222222222,5,10,2,13,2,999,999,1,2,9,1,16,1,1,2,2.5,2.5
81947762,2,379,6,379.903842592612,6,21,1,10,1,1,4,1,1,1,1,11,1,1,3,4.15833333333333,0.158333333333333
81972597,2,28,5,29.4490393518936,6,10,1,58,1,1,1,2,1,5,1,11,1,1,0,20,0
82027979,1,336,5,368.678414351889,2,16,1,73,1,999,6,2,2,2,2,6,1,1,1,5,2.5
82155858,2,331,7,332.791307870415,1,18,2,18,2,1,1,2,1,2,1,3,1,1,4,0.483333333333333,0.166666666666667
82315826,2,141,6,142.418368055602,7,10,2,28,2,1,1,2,999,999,1,2,1,1,2,12.5,2.5
82344245,1,317,7,337.500312500051,6,12,1,63,1,999,6,2,1,2,1,3,1,1,7,7.78333333333333,2.54166666666667
82383061,1,336,5,368.524837962934,2,12,1,7,2,1,4,1,2,8,1,2,1,1,3,4.775,4.775
82405334,2,356,4,356.692372685182,4,16,2,28,2,1,1,3,1,5,1,14,1,1,0,2.5,2.5
82408233,2,255,1,268.376331018517,7,9,2,43,1,1,1,3,1,8,1,1,1,1,4,10.6333333333333,0
82618644,1,25,2,28.7301273148041,5,17,1,66,2,999,6,3,1,6,1,17,1,1,1,0.666666666666667,0.0416666666666667
82623057,2,27,4,40.9208449074067,3,22,2,58,2,999,999,3,999,999,1,7,1,1,0,5,2.5
82846363,1,352,7,370.631574074039,4,15,1,2,1,999,999,999,2,6,1,17,999,1,4,9.25,8.93333333333333
82888904,2,340,2,340.609479166684,2,14,2,33,2,1,1,3,999,999,1,999,1,1,4,8,0
82972110,1,355,3,370.603252314846,4,14,1,10,1,1,4,1,2,6,1,13,1,1,3,18,18
82976814,2,42,5,41.4769907407463,4,11,2,28,2,1,1,3,1,5,1,13,1,1,1,4,0
83079913,2,210,5,210.97274305555,5,23,2,48,2,1,1,3,2,10,1,1,1,1,2,22.3916666666667,7.275
83473702,2,351,6,351.551574074081,6,13,1,3,1,999,1,1,999,4,1,7,1,1,4,21.9333333333333,21.6166666666667
83498309,2,318,1,320.947037036996,3,22,1,49,1,1,1,2,1,4,1,16,1,1,2,10,0
83550791,1,98,5,105.77436342591,5,18,1,75,2,999,6,3,1,6,1,1,1,1,3,8.88333333333333,7.31666666666667
83650268,1,333,2,368.513437499991,2,12,2,48,2,1,1,3,999,999,1,2,1,1,5,6.875,0.616666666666667
83732108,2,377,4,384.977199074114,4,23,2,8,1,1,4,1,2,4,1,15,1,1,4,10.6166666666667,10.6166666666667
83766141,1,32,2,83.4258101851447,4,10,1,66,1,999,6,2,1,6,1,7,1,1,1,6.5,4
83914388,2,141,6,138.763668981497,3,18,1,29,1,1,1,2,1,3,1,6,1,1,4,0.616666666666667,0.616666666666667
83986437,1,352,7,369.45528935187,3,10,1,5,2,999,4,1,2,2,1,6,1,1,4,38.6583333333333,31.5
84240327,2,32,2,29.5745486110682,6,13,2,38,2,1,1,2,999,999,1,2,1,1,1,16,4
84252995,1,320,3,351.729409722262,6,17,1,68,1,999,6,3,1,4,1,2,1,1,1,0.0416666666666667,0
84657836,2,356,4,355.386087963008,3,9,2,48,1,1,1,3,2,8,1,6,1,1,1,0.558333333333333,0.158333333333333
84696974,1,333,2,368.674548611161,2,16,1,55,1,999,3,2,1,2,2,12,1,999,3,14.5416666666667,8
84786896,1,206,1,271.503495370387,3,12,1,66,1,1,6,2,999,999,1,13,1,1,1,4,0
84835192,1,35,5,83.6269675926305,4,15,1,58,1,1,1,2,999,999,1,16,1,1,2,2.74166666666667,0
84836384,2,353,1,354.383819444454,2,9,2,23,2,1,1,3,1,4,1,18,1,1,4,9.43333333333333,8
84930880,2,323,6,323.545763888862,6,13,2,43,1,1,1,3,999,999,1,12,1,1,5,12.1166666666667,12.1166666666667
85006266,1,29,6,36.7636574073695,6,18,1,47,1,1,1,2,999,4,1,15,1,1,3,5.06666666666667,4.98333333333333
85062676,2,323,6,325.988275462994,1,23,2,48,2,2,3,3,1,5,1,6,1,1,2,9.48333333333333,4
85219503,2,339,1,336.763680555508,5,18,2,3,2,999,999,1,999,999,1,2,1,1,2,5,5
85231372,1,24,1,36.7457060185261,6,17,1,81,2,999,5,1,1,1,2,2,1,1,0,0.0833333333333333,0
85232112,2,314,4,314.765694444417,4,18,2,38,2,999,999,3,999,999,1,999,1,1,2,3.11666666666667,0
85270245,2,323,6,321.594421296264,4,14,1,30,2,999,999,3,2,8,997,13,1,1,4,17,10.5
85274949,1,334,3,407.622187500005,6,14,1,61,2,2,1,2,1,2,2,8,1,1,1,0.458333333333333,0
85278749,2,28,5,29.9936689814786,6,23,1,52,2,999,999,2,2,11,1,14,1,1,2,10.5,4
85315463,1,32,2,83.6618055555737,4,15,1,42,2,2,1,2,1,1,2,12,1,1,6,15.7416666666667,0.158333333333333
85414106,2,318,1,315.620405092603,5,14,2,38,2,1,1,3,1,9,1,5,1,1,3,2.5,2.5
85430619,2,314,4,312.785312499967,2,18,1,1,1,999,999,1,1,1,1,13,1,1,3,5.61666666666667,5.61666666666667
85581222,2,86,7,86.3296643518843,7,7,1,37,2,1,2,3,1,8,1,5,1,1,4,14.5,14.5
85601735,1,101,1,105.786944444408,5,18,1,60,1,999,6,3,1,1,1,5,1,1,2,8.29166666666667,0
85660649,1,320,3,355.507395833381,3,12,1,86,1,999,6,2,1,1,1,3,1,1,0,12.625,0
85662841,2,351,6,355.444722222164,3,10,1,34,1,1,1,3,999,999,1,13,1,1,1,2.46666666666667,0.616666666666667
85756290,2,366,7,366.938981481479,7,22,2,8,1,1,4,1,999,999,1,2,1,1,4,2.5,2.5
85945794,2,387,7,427.704108796315,5,16,2,13,2,999,999,2,999,999,1,16,1,1,3,0.0416666666666667,0.0416666666666667
86072707,2,10,1,13.9763888888992,4,23,2,33,2,1,1,2,1,4,1,6,1,1,2,16,4
86293261,2,340,2,338.282835648162,7,6,1,2,1,1,4,1,999,10,2,1,1,1,4,8,8
86544485,2,323,6,321.909837962943,4,21,2,23,2,1,1,3,1,8,1,18,1,1,4,3.11666666666667,0
86572350,1,392,5,400.548518518568,6,13,1,4,2,999,4,1,2,1,1,18,1,1,3,10.5,6.5
86750143,1,349,4,368.708657407435,2,17,1,2,2,999,999,999,2,5,2,17,1,1,4,9.4,9.24166666666667
86809017,2,351,6,351.956145833363,6,22,1,19,1,999,999,3,999,999,2,18,1,1,2,8.7,8.61666666666667
87001881,1,102,2,110.508865740732,3,12,1,61,2,999,5,2,999,999,1,2,1,1,3,12.2166666666667,0
87088262,2,18,2,19.4834027778124,3,11,1,30,2,1,1,3,1,4,1,3,1,1,2,4,0
87169149,2,379,6,386.161770833307,6,3,2,8,2,999,3,1,999,999,1,13,1,1,4,4,4
87185536,2,370,4,375.590358796297,2,14,2,33,2,2,3,3,2,4,1,2,1,1,2,20.5,4
87190434,2,379,6,379.760162036982,6,18,1,2,2,999,999,1,999,999,1,10,1,1,3,3.11666666666667,3.11666666666667
87196929,2,392,5,391.589039351908,4,14,1,30,1,1,1,3,1,5,1,15,1,1,3,2.94166666666667,0
87330549,1,336,5,348.488379629678,3,11,1,43,1,1,1,2,1,3,2,18,1,1,2,11.2083333333333,4
87331254,2,331,7,331.520208333386,7,12,1,61,2,999,999,1,2,7,1,5,1,1,3,7.11666666666667,7.11666666666667
87452223,1,355,3,371.447384259314,5,10,1,25,1,1,4,3,999,999,1,1,1,1,3,9,9
87490160,1,333,2,354.619560185238,2,14,1,52,1,1,1,2,2,4,2,16,1,2,2,8,0
87588690,2,213,1,211.889074074104,6,21,2,13,2,999,999,2,999,999,1,9,1,1,3,0.483333333333333,0.483333333333333
87722788,2,357,5,370.386550925905,4,9,2,33,2,1,1,3,999,999,1,999,1,1,3,28.7416666666667,7.5
87746186,2,375,2,370.751666666707,4,18,2,3,1,999,999,999,999,999,1,9,1,1,2,25.0083333333333,24.3916666666667
87898918,1,145,3,259.52888888889,5,12,1,64,2,999,6,2,2,998,2,8,1,1,2,10.2833333333333,2.5
87909822,2,339,1,339.858194444445,1,20,1,58,1,1,1,3,1,9,1,2,1,1,3,5,5
87917134,2,334,3,335.679143518559,4,16,2,53,2,2,1,2,2,2,1,14,1,1,1,5.2,5.2
88005481,1,333,2,354.598900462966,2,14,1,47,2,999,5,2,2,4,2,16,1,1,2,10.5,8
88108809,2,353,1,356.867870370392,4,20,1,18,2,999,999,2,999,999,1,12,1,1,0,12,12
88128462,1,373,7,406.7487384259,5,17,1,12,1,999,4,1,999,998,1,17,1,1,3,19.9666666666667,8.73333333333333
88138203,1,5,3,15.548495370429,6,13,1,25,1,2,3,2,1,3,1,12,1,1,4,2.70833333333333,0.816666666666667
88157888,2,366,7,366.766006944468,7,18,2,33,1,1,2,3,2,10,1,15,1,1,4,6.58333333333333,4
88255952,2,356,4,357.668703703675,5,16,1,52,1,1,1,3,1,8,1,5,1,1,3,16.4666666666667,11.5
88320215,2,352,7,355.768206018489,3,18,2,28,1,1,1,3,1,7,1,10,1,1,3,0.783333333333333,0
88325559,2,43,6,42.7438425925793,5,17,2,43,2,999,999,3,999,999,1,3,1,1,3,10,0
88326854,1,32,2,91.5666435185121,5,13,1,26,1,1,1,3,1,3,1,15,1,1,3,62.2833333333333,7.625
88405608,1,21,5,28.7177777778124,5,17,1,23,2,999,4,2,2,5,2,11,1,1,4,11.5,6.5
88413265,2,111,4,112.284733796259,5,6,1,24,1,1,1,3,1,4,1,13,1,1,2,16.3166666666667,0
88449256,2,314,4,313.45728009264,3,10,2,43,2,999,999,3,999,999,1,998,1,1,0,5,5
88500643,2,314,4,315.483379629673,5,11,2,33,2,1,5,3,1,3,1,5,1,1,4,9.89166666666667,6.54166666666667
88542764,2,141,6,141.821099537076,6,19,2,48,2,1,1,3,2,9,1,16,1,1,5,12.5,10
88564173,2,340,2,340.925381944398,2,22,1,20,1,1,4,3,2,7,1,18,1,1,4,7.075,0
88570943,1,23,7,28.7911805555923,5,18,1,65,2,1,6,2,999,998,1,2,1,1,0,21.4833333333333,0.616666666666667
88602520,2,365,6,370.681238425896,4,16,2,33,2,1,3,3,2,7,1,17,1,1,1,4,4
88683659,2,141,6,147.651226851856,5,15,2,38,1,1,1,3,999,999,2,13,1,1,4,38.3416666666667,13.2333333333333
88700905,1,349,4,348.730127314804,3,17,1,46,2,1,5,1,999,999,2,10,1,1,4,1.05833333333333,0.616666666666667
88729992,1,334,3,354.506805555546,2,12,1,73,1,999,999,2,2,3,2,6,1,1,2,8,0
88869875,1,320,3,337.740520833293,6,17,1,74,2,1,5,3,2,3,2,2,1,1,1,0.125,0
88871210,2,23,7,23.9945370369824,7,23,2,48,2,1,1,2,2,3,1,9,1,1,3,0.616666666666667,0
88995932,2,366,7,366.900509259314,7,21,2,3,2,1,4,1,1,1,1,3,1,1,4,38.5,38.5
89070958,2,375,2,376.350578703685,3,8,2,38,1,1,1,3,2,11,1,16,1,1,1,3.73333333333333,0
89181039,2,311,1,308.701516203699,5,16,2,18,2,999,999,2,2,4,1,17,1,1,2,0.616666666666667,0.616666666666667
89202614,1,113,6,118.775868055527,4,18,1,63,2,999,6,1,999,999,2,12,1,1,10,21.6833333333333,0
89300315,2,346,1,343.614803240751,5,14,2,28,2,1,1,3,1,4,2,1,1,1,3,17.525,10.5
89306456,1,86,7,105.733657407458,5,17,1,0,1,999,999,1,2,9,1,11,1,1,4,9.98333333333333,9.33333333333333
89542296,2,413,5,413.934155092575,5,22,1,42,1,2,3,3,999,999,2,12,1,1,6,0.0416666666666667,0.0416666666666667
89609207,2,174,4,175.972997685196,5,23,2,38,2,999,999,2,999,999,1,2,1,1,3,6.5,6.5
89781724,1,392,5,410.68550925923,2,16,1,16,2,1,4,2,2,998,2,9,1,1,3,22.175,10.7833333333333
89788386,1,113,6,118.454143518466,4,10,1,49,2,2,999,2,1,1,2,1,999,1,5,16.725,7.275
89881612,1,23,7,25.5401620370103,2,12,1,85,2,1,5,1,1,1,2,9,1,1,2,13,8
89989315,1,333,2,354.516932870378,2,12,1,65,1,999,6,3,2,6,1,4,1,1,1,4,4
90000869,2,209,4,208.392962962971,3,9,2,8,2,999,999,1,2,7,1,6,1,1,2,13.6166666666667,5
90218127,1,373,7,390.699085648172,3,16,1,39,1,999,3,2,2,10,1,18,1,1,1,18.75,4
90291648,2,318,1,320.509722222225,3,12,2,43,2,1,1,3,1,6,1,6,1,1,1,8,4
90311026,1,113,6,118.467245370382,4,11,1,60,2,1,1,2,1,2,2,9,1,1,3,66.0416666666667,1
90340922,1,81,2,91.7056134259328,5,16,2,63,1,999,6,1,2,3,1,3,1,1,2,5.49166666666667,0.475
90415556,2,14,5,20.5457986111287,4,13,1,9,2,1,4,1,2,11,997,18,1,2,4,2.25,0.158333333333333
90496219,2,375,2,375.842997685191,2,20,1,31,1,1,1,3,1,5,1,18,1,1,4,11.9083333333333,5.39166666666667
90532298,2,366,7,368.963842592551,2,23,2,8,1,999,999,1,999,999,1,16,1,1,2,18,18
90607637,2,366,7,364.99019675923,5,23,2,3,1,1,4,1,1,1,1,5,1,1,4,43.0916666666667,26
90667744,2,389,2,388.907395833288,1,21,2,13,2,1,4,2,1,1,1,3,1,1,3,12,12
90670934,2,379,6,379.964490740793,6,23,2,38,2,1,1,3,1,8,1,13,1,1,3,5.61666666666667,5
90714870,2,178,1,179.926238425891,2,22,2,33,2,1,1,3,2,5,2,13,1,1,2,64,28
90754638,1,35,5,113.542650462943,6,13,1,75,1,1,3,3,1,1,2,5,1,1,2,6.5,0
90787499,1,336,5,348.567777777789,3,13,1,78,1,1,6,3,2,8,2,5,1,1,3,10.5,4
91113229,2,29,6,29.8325115740299,6,19,2,33,1,1,1,3,1,7,1,2,1,1,4,7.5,0
91196872,2,352,7,355.903240740765,3,21,2,33,1,1,1,3,1,8,1,13,1,1,1,8.96666666666667,4
91211292,2,346,1,343.82649305556,5,19,2,23,1,1,1,3,1,8,1,5,1,1,4,2.8,0
91265091,1,333,2,355.545092592598,3,13,1,68,1,999,6,2,2,998,2,11,1,1,3,9.16666666666667,0
91284267,2,339,1,339.975185185205,1,23,1,20,2,2,4,2,999,999,1,16,1,1,2,11.1166666666667,7.11666666666667
91464655,2,351,6,351.549849537085,6,13,2,3,1,999,999,999,1,1,1,3,1,1,3,19.5,17
91549678,2,30,7,30.6476620370522,7,15,1,0,1,999,999,999,2,9,1,13,1,1,3,4.61666666666667,4.61666666666667
91575539,1,359,7,369.70023148146,3,16,1,13,1,999,4,1,2,998,1,6,1,1,3,12.3916666666667,0
91702300,2,350,5,349.908923611161,4,21,1,29,1,1,1,3,1,6,1,13,1,1,1,4,0
91856194,1,333,2,348.623449074104,3,14,1,45,2,1,1,2,1,2,2,7,1,1,2,34.1083333333333,5
91964417,1,359,7,393.6484375,6,15,1,0,1,999,999,999,2,8,1,3,1,1,6,16.9666666666667,16.9666666666667
92079058,1,392,5,400.697951388895,6,16,1,11,1,1,4,1,2,998,1,17,1,1,5,115.391666666667,41
92112639,2,29,6,29.8921527777566,6,21,1,22,1,1,4,3,1,1,1,15,1,1,2,3.225,2.5
92139480,2,370,4,370.985462962999,4,23,2,3,2,999,999,1,999,999,1,14,1,1,3,2.5,2.5
92159577,2,30,7,31.7942939815111,1,19,2,18,2,1,4,3,1,1,1,14,1,1,3,17,14.5
92407597,2,11,2,22.7264351851773,6,17,2,13,2,999,999,2,999,999,1,3,1,1,3,20.6166666666667,2.5
92507447,1,29,6,32.6567708333023,2,15,2,48,2,999,999,2,2,998,1,15,1,1,3,9.10833333333333,4.15833333333333
92517207,1,373,7,390.643159722211,3,15,1,33,1,1,1,2,1,4,2,3,1,2,2,11.1166666666667,10.5
92574679,1,29,6,83.788020833279,4,18,1,52,1,999,1,998,2,3,2,18,1,1,3,0.4,0.158333333333333
92606367,1,145,3,166.704178240732,3,16,1,67,2,2,6,1,1,1,1,15,1,1,1,2.5,0
92618191,1,320,3,355.687997685163,3,16,1,61,1,999,6,1,2,4,2,9,1,1,1,9.35833333333333,8
92644180,2,86,7,92.5715277778218,6,13,2,18,2,2,4,3,1,1,1,2,1,1,2,2.5,2.5
92719295,2,331,7,334.908101851819,3,21,1,7,1,1,4,1,2,11,1,17,1,1,4,24.0083333333333,17.475
92769599,2,353,1,350.879062499967,5,21,2,3,1,999,999,1,2,9,1,3,1,1,4,28.6166666666667,8
92885307,1,25,2,29.787905092584,6,18,1,20,1,2,4,3,1,1,1,2,1,1,3,13.5,12.6166666666667
92900359,2,86,7,86.7948842592305,7,19,2,43,1,1,1,2,2,8,1,15,1,1,1,4.04166666666667,4
92903080,2,389,2,389.884259259212,2,21,2,13,2,1,4,1,2,8,1,17,1,1,5,1.55,1.55
92990664,1,379,6,393.651990740793,6,15,1,7,1,999,4,1,999,999,1,2,1,1,4,13.3166666666667,0.316666666666667
93113235,2,356,4,360.594502314809,1,14,2,13,1,1,4,1,999,999,1,13,1,1,3,6.23333333333333,0
93127690,2,314,4,314.37084490736,4,8,1,32,2,1,1,3,1,4,1,7,1,1,3,1.93333333333333,1.85
93188586,2,42,5,44.9374884258723,7,22,1,48,1,1,1,3,1,8,1,6,1,1,3,12.9333333333333,9
93242677,2,366,7,366.785891203675,7,18,2,13,2,999,999,2,1,1,1,5,1,1,2,13,6.5
93403811,2,18,2,25.6246296296595,2,14,1,19,2,1,4,3,2,9,1,17,1,1,2,0.358333333333333,0.358333333333333
93580543,2,320,3,337.433587962994,6,10,1,69,2,999,999,1,999,999,2,2,1,1,1,4.61666666666667,4
93592898,2,356,4,362.691469907411,3,16,2,48,1,1,1,2,2,5,1,17,1,1,3,5.85,5.23333333333333
93724430,1,373,7,393.680196759291,6,16,1,4,2,999,999,1,2,3,1,6,1,2,5,8.35,6.5
93749739,1,29,6,36.750648148125,6,18,1,48,2,1,5,2,1,1,1,12,1,1,4,15,0
93799182,2,353,1,362.770115740714,3,18,1,18,1,1,1,2,1,3,1,2,1,1,3,3.175,3.175
93849161,2,357,5,358.762708333321,6,18,2,48,1,1,1,3,1,9,1,14,1,1,5,5.74166666666667,4
93861947,1,46,2,91.657337962999,5,15,2,58,2,1,5,999,2,998,2,17,1,1,4,28.0166666666667,24.6666666666667
93903925,1,320,3,351.546226851875,6,13,1,54,2,999,999,2,2,998,1,15,1,1,4,16.5666666666667,8
93908272,2,328,4,327.520636574132,3,12,1,48,2,1,2,2,999,999,1,12,1,1,1,1.31666666666667,0
