participant_code,mode_survey,assign_date,assign_week_day,actual_date,actual_week_day,actual_hour,age_or_range,age_or_mid_range,gender,full_or_part_time,work_role,edu,indiv_or_family_income,income_mid_range,place_birth,district,ethnicity,permanent_residence,diary_first_acccess,diary_last_access,diary_time_elasped
27571683,1,336,5,364.500613425975,5,12,1,49,2,999,999,2,999,999,2,18,1,1,8748,8748,0
27608939,1,23,7,28.7839467593003,5,18,1,47,1,999,999,1,999,999,1,3,1,1,690.766666666667,690.8,0.033333333333303
27715859,1,373,7,400.536296296283,6,12,1,32,1,1,1,3,1,6,1,14,1,1,9612.7,9612.85,0.149999999999636
27743004,2,334,3,334.938217592542,3,22,1,29,2,1,1,3,999,3,1,12,1,1,8037.61666666667,8038.45,0.83333333333303
27951738,2,352,7,371.484502314823,5,11,2,38,1,1,1,3,2,11,1,2,1,1,8915.6,8915.61666666667,0.0166666666664241
27992971,2,328,4,326.806979166693,2,19,1,63,1,2,6,2,2,4,1,15,1,1,7843.33333333333,7843.33333333333,0
28028420,2,213,1,210.758495370392,5,18,2,18,2,999,999,3,2,6,1,17,1,1,5058.18333333333,5058.2,0.0166666666664241
28096802,2,105,5,105.79271990736,5,19,2,13,1,1,1,2,2,8,1,14,1,1,2538.86666666667,2539,0.133333333333212
28241619,1,320,3,354.433101851842,2,10,2,63,1,999,6,1,1,1,1,13,1,1,8506.31666666667,8506.38333333333,0.0666666666656965
28294664,2,350,5,348.851597222267,3,20,1,49,2,999,999,2,999,999,1,999,1,1,8372.41666666667,8372.41666666667,0
28299235,2,340,2,337.94328703708,6,22,2,23,1,2,999,3,1,3,1,18,1,1,8110.2,8110.63333333333,0.433333333333394
28350064,2,377,4,379.868726851884,6,20,2,8,2,999,999,999,999,999,1,17,1,1,9116.7,9116.78333333333,0.0833333333321207
28422326,2,375,2,378.914155092556,5,21,2,33,2,1,1,2,1,4,1,17,1,1,9093.88333333333,9093.93333333333,0.0499999999992724
28574438,1,320,3,355.626747685135,3,15,1,45,1,1,1,2,1,3,1,2,1,1,8534.91666666667,8535.03333333333,0.116666666666788
28653088,2,238,5,239.652974536992,6,15,1,21,2,2,4,3,1,1,1,8,1,1,5751.66666666667,5751.66666666667,0
28718993,2,22,6,25.6360416666139,2,15,2,3,2,999,999,1,1,1,1,5,1,1,615.2,615.25,0.0499999999999545
28989980,2,366,7,363.596319444478,4,14,1,0,1,999,999,1,2,7,1,18,1,1,8726.2,8726.26666666667,0.0666666666656965
29061212,2,84,5,85.3983564814553,6,9,2,18,2,1,1,3,2,5,1,15,1,1,2049.45,2049.5,0.0500000000001819
29157551,2,340,2,341.777615740779,3,18,2,28,1,1,1,3,999,999,1,10,1,1,8202.61666666667,8202.65,0.0333333333328483
29184906,2,209,4,209.991215277812,4,23,2,28,2,999,999,3,2,4,1,5,1,1,5039.78333333333,5039.78333333333,0
29192718,1,333,2,354.513506944408,2,12,1,68,1,999,6,2,2,5,1,2,1,1,8508.25,8508.31666666667,0.0666666666675155
29277603,1,71,6,106.737118055578,6,17,1,67,1,999,6,2,999,999,1,5,1,1,2561.66666666667,2561.68333333333,0.0166666666668789
29331062,1,334,3,368.490034722257,2,11,2,48,2,1,5,1,2,7,1,17,1,1,8843.7,8843.75,0.0499999999992724
29399075,2,395,1,397.532650462934,3,12,2,3,2,1,4,1,2,11,1,18,1,1,9540.65,9540.76666666667,0.116666666666788
29411242,2,346,1,343.960775462911,5,23,2,33,2,1,5,2,999,999,1,6,1,1,8255.03333333333,8255.05,0.0166666666664241
29415238,2,21,5,21.882303240709,5,21,1,2,1,999,999,1,2,11,1,8,1,1,524.9,525.166666666667,0.266666666666652
29485037,2,339,1,338.663148148102,7,15,1,18,1,999,999,2,999,999,2,17,1,1,8127.88333333333,8127.9,0.0166666666664241
29632406,2,357,5,372.523530092556,6,12,2,3,1,999,2,1,999,6,1,6,1,1,8940.53333333333,8940.55,0.0166666666664241
29664099,2,141,6,141.719571759226,6,17,1,46,1,1,1,3,1,9,1,2,1,1,3396,3401.26666666667,5.26666666666688
29712625,1,99,6,259.600219907355,5,14,1,75,1,2,6,3,1,1,1,8,1,1,6230.38333333333,6230.38333333333,0
29894332,2,340,2,340.719108796329,2,17,1,18,1,999,999,2,2,7,1,14,1,1,8177.16666666667,8177.21666666667,0.0499999999992724
29903147,1,379,6,400.419201388839,6,10,1,38,1,999,999,3,1,1,1,7,1,1,9610,9610.05,0.0499999999992724
30014205,2,339,1,336.997152777738,5,23,2,38,1,1,1,3,999,999,1,2,1,1,8087.86666666667,8087.91666666667,0.0500000000001819
30022876,2,10,1,26.6860879629385,3,16,2,23,2,1,1,3,1,4,1,14,998,1,640.433333333333,640.45,0.0166666666667652
30040475,2,238,5,238.962418981479,5,23,2,18,1,999,999,3,999,999,1,1,1,1,5735,5735.05,0.0500000000001819
30122128,2,351,6,352.97237268521,7,23,2,8,1,999,999,1,999,999,1,13,1,1,8471.25,8471.31666666667,0.0666666666675155
30242809,2,84,5,84.9346527777379,5,22,2,13,2,1,4,3,999,999,1,9,1,1,2038.38333333333,2038.41666666667,0.033333333333303
30325393,1,29,6,82.7898958333535,3,18,2,58,2,999,6,2,2,8,1,10,1,1,1986.86666666667,1986.95,0.0833333333334849
30348793,2,331,7,329.730462962994,5,17,2,53,2,1,1,2,1,9,997,2,1,1,7913.48333333333,7913.5,0.0166666666664241
30521751,2,340,2,340.888865740737,2,21,1,56,1,1,1,2,1,3,1,11,1,1,8181.16666666667,8181.28333333333,0.116666666666788
30549698,1,317,7,351.62134259264,6,14,1,61,1,1,6,2,1,1,997,14,1,1,8438.9,8438.9,0
30864972,1,379,6,400.42876157409,6,10,1,15,1,999,4,998,2,5,1,7,1,1,9610.23333333333,9610.28333333333,0.0499999999992724
30880905,2,22,6,21.8812384259654,5,21,2,13,2,1,4,2,999,999,1,7,1,1,525.1,525.133333333333,0.033333333333303
30881166,2,375,2,375.826192129636,2,19,1,0,2,999,999,1,1,1,1,13,1,1,9019.8,9019.81666666667,0.0166666666682431
30922684,2,344,6,345.949432870373,7,22,2,28,1,1,1,3,999,999,2,5,1,1,8302.56666666667,8302.76666666667,0.199999999998909
30993804,2,346,1,355.986493055592,3,23,1,39,1,1,1,3,2,7,1,13,1,1,8543.63333333333,8543.63333333333,0
31080111,2,16,7,18.0080787036568,2,0,2,33,2,2,3,3,2,8,1,2,1,1,431.95,432.183333333333,0.233333333333348
31112109,2,366,7,367.488715277752,1,11,2,13,2,1,4,1,999,999,1,9,1,1,8819.7,8819.71666666667,0.0166666666664241
31244464,1,320,3,337.745868055616,6,17,1,69,2,1,5,2,2,998,2,11,1,1,8105.85,8105.86666666667,0.0166666666664241
31334995,2,370,4,370.689791666693,4,16,2,33,2,1,1,3,1,4,1,14,1,1,8896.53333333333,8896.55,0.0166666666664241
31377488,2,350,5,352.385694444412,7,9,1,53,1,1,1,3,1,3,2,18,1,1,8457.16666666667,8457.21666666667,0.0500000000010914
31489875,1,234,1,265.483912036987,4,11,2,53,2,999,5,2,2,5,1,11,1,1,6371.4,6371.6,0.200000000000728
31623010,1,373,7,427.54105324077,5,12,1,11,2,1,4,1,2,5,1,13,1,1,10260.9166666667,10260.9666666667,0.0500000000010914
31667835,2,332,1,328.793703703675,4,19,2,63,1,999,999,3,2,5,2,18,1,1,7890.98333333333,7890.98333333333,0
31689500,2,334,3,334.697592592565,3,16,2,43,1,999,999,2,1,1,1,18,1,1,8032.61666666667,8032.71666666667,0.0999999999994543
31929510,1,324,7,337.484861111152,6,11,2,48,2,2,1,2,1,1,1,1,1,1,8098.76666666667,8099.61666666667,0.850000000000364
31937300,2,346,1,344.048182870378,6,1,2,13,1,1,4,2,2,5,1,1,1,1,8256.93333333333,8257.13333333333,0.200000000000728
32053730,2,339,1,339.429618055583,1,10,2,28,2,1,1,3,2,7,1,14,1,1,8146.28333333333,8146.3,0.0166666666664241
32119336,1,397,3,400.714039351908,6,17,2,8,2,999,4,1,2,4,1,2,1,1,9617.1,9617.11666666667,0.0166666666664241
32141401,2,334,3,330.93949074077,6,22,1,21,1,2,4,2,1,1,1,2,1,1,7942.51666666667,7942.51666666667,0
32179276,2,366,7,367.568344907369,1,13,2,38,2,999,999,999,999,999,2,6,1,1,8821.6,8821.61666666667,0.0166666666664241
32301026,2,16,7,18.992743055569,2,23,2,48,1,2,6,3,999,999,1,7,1,1,455.583333333333,455.8,0.216666666666697
32308292,1,86,7,91.7509953703266,5,18,1,55,2,1,1,2,1,3,1,2,1,1,2201.33333333333,2202,0.666666666666515
32332436,2,84,5,82.6562615741277,3,15,1,31,2,1,1,3,1,4,1,9,1,1,1983.73333333333,1983.73333333333,0
32342024,2,374,1,377.37606481486,4,9,1,6,2,999,999,998,2,10,1,9,1,1,9057,9057.01666666667,0.0166666666664241
32396588,2,23,7,24.4757754629245,1,11,2,43,2,1,1,3,1,9,1,11,1,1,566.883333333333,587.383333333333,20.5
32488774,2,366,7,363.976307870355,4,23,2,8,1,1,4,1,999,999,1,13,1,1,8735.41666666667,8735.41666666667,0
32596110,1,34,4,91.5748379629804,5,13,1,45,2,999,999,1,2,2,2,6,1,1,2197.76666666667,2197.78333333333,0.0166666666664241
32683957,1,352,7,370.500162037089,4,12,1,33,2,1,1,2,1,4,1,15,1,1,8891.98333333333,8891.98333333333,0
32879731,1,25,2,28.7945138888899,5,19,1,54,1,1,1,2,1,3,2,6,1,1,691.033333333333,691.05,0.0166666666666515
32951691,2,30,7,30.8991782406811,7,21,2,43,1,1,1,3,999,999,1,13,1,1,741.483333333333,741.5,0.0166666666666515
33053855,2,339,1,340.452245370368,2,10,2,43,2,1,1,3,1,9,1,6,1,1,8170.45,8170.78333333333,0.33333333333394
33056691,1,373,7,393.694456018507,6,16,1,5,2,999,999,1,1,1,1,14,1,1,9448.56666666667,9448.65,0.0833333333321207
33101941,1,320,3,355.696469907416,3,16,2,58,2,999,5,2,1,3,1,6,1,1,8536.56666666667,8536.7,0.133333333333212
33231904,2,22,6,21.8118171296082,5,19,1,21,2,1,4,3,999,999,1,2,1,1,523.366666666667,523.466666666667,0.100000000000023
33403043,2,27,4,28.9960763888666,5,23,2,43,2,1,1,3,2,11,1,8,1,1,695.783333333333,695.883333333333,0.100000000000023
33440850,2,366,7,367.956932870322,1,22,1,6,1,1,4,1,999,999,1,2,1,1,8830.91666666667,8830.95,0.0333333333346673
33476208,1,336,5,370.660347222234,4,15,2,58,1,999,6,2,2,9,2,6,1,1,8895.76666666667,8895.83333333333,0.0666666666675155
33731847,2,418,3,417.90445601847,2,21,1,10,2,1,4,1,2,11,1,15,1,1,10029.2166666667,10029.6833333333,0.466666666665333
33755370,2,30,7,29.9034722222714,6,21,1,25,2,1,1,3,1,3,1,15,1,1,717.566666666667,717.666666666667,0.0999999999999091
33820112,2,366,7,364.44328703708,5,10,2,33,2,1,1,3,1,6,2,2,1,1,8746.51666666667,8746.61666666667,0.100000000000364
33967483,2,356,4,356.399375000037,4,9,2,33,2,999,999,2,999,999,2,12,1,1,8553.46666666667,8553.51666666667,0.0499999999992724
34177785,2,262,1,265.458101851866,4,10,1,38,2,1,1,3,1,3,1,13,1,1,6370.91666666667,6370.98333333333,0.066666666666606
34262441,2,64,6,65.9398611111101,7,22,2,38,2,1,999,3,999,999,2,5,1,1,1582.5,1582.5,0
34353107,2,377,4,375.798472222174,2,19,1,9,2,1,4,1,999,999,1,11,1,1,9018.26666666667,9019.13333333333,0.866666666666788
34423945,2,334,3,331.649930555606,7,15,1,18,1,999,999,2,999,999,2,14,1,1,7959.58333333333,7959.58333333333,0
34505588,2,22,6,22.719259259291,6,17,2,43,2,999,999,3,999,999,1,12,1,1,545.166666666667,545.25,0.0833333333333712
34506763,2,389,2,391.923831018503,4,22,2,3,2,1,4,1,1,1,1,16,1,1,9406.13333333333,9406.16666666667,0.0333333333328483
34627653,2,318,1,320.634571759263,3,15,2,23,2,1,1,3,1,4,1,14,1,1,7695.18333333333,7695.21666666667,0.0333333333328483
34711388,2,213,1,215.658888888895,3,15,2,38,2,1,1,3,999,999,1,11,1,1,5175.45,5175.8,0.350000000000364
34773346,1,373,7,400.543460648158,6,13,1,11,1,999,4,1,2,4,1,17,1,1,9612.95,9613.01666666667,0.0666666666656965
34794436,2,366,7,363.711956018466,4,17,1,46,1,1,1,2,1,6,1,6,1,1,8729.05,8729.08333333333,0.0333333333346673
34821983,2,314,4,314.511886574095,4,12,1,55,2,1,1,2,999,999,1,16,1,1,7548.13333333333,7548.15,0.0166666666664241
34840824,2,60,2,57.6842592592584,6,16,2,13,1,999,999,2,999,999,1,1,1,1,1384.41666666667,1384.41666666667,0
34931103,1,352,7,370.717337962938,4,17,1,12,2,999,4,1,2,998,1,11,1,1,8897.15,8897.2,0.0500000000010914
35145881,2,379,6,379.779733796255,6,18,1,13,2,1,4,1,999,999,1,14,1,1,9114.46666666667,9114.66666666667,0.199999999998909
35146558,2,351,6,351.9296875,6,22,1,6,2,999,999,1,999,999,1,2,1,1,8446.28333333333,8446.3,0.0166666666664241
35257030,2,375,2,372.973993055522,6,23,2,28,2,1,1,2,2,9,1,12,1,1,8951.33333333333,8951.33333333333,0
35266739,2,311,1,312.016180555569,2,0,1,63,2,2,6,3,2,5,1,6,1,1,7488.36666666667,7488.36666666667,0
35366189,1,333,2,348.693240740686,3,16,1,48,2,1,2,3,1,8,1,5,1,1,8368.5,8368.61666666667,0.116666666666788
35400897,2,29,6,37.9188657407649,7,22,1,20,2,1,5,2,999,999,1,18,1,1,909.75,910.016666666667,0.266666666666652
35411283,1,355,3,369.468495370355,3,11,1,33,1,1,1,3,1,4,1,14,1,1,8867.13333333333,8867.23333333333,0.100000000000364
35464969,2,357,5,357.018287037034,5,0,1,56,1,2,3,2,999,999,1,5,1,1,8568.36666666667,8568.43333333333,0.0666666666656965
35472160,2,418,3,417.953541666619,2,22,2,38,2,999,999,3,999,11,1,8,1,1,10030.75,10030.85,0.100000000000364
35548946,1,24,1,28.8032754629385,5,19,1,73,2,999,6,3,999,999,1,18,1,1,691.233333333333,691.25,0.0166666666666515
35572467,2,318,1,319.252905092551,2,6,2,48,2,1,5,1,1,1,1,13,1,1,7661.96666666667,7662.06666666667,0.100000000000364
35591877,2,28,5,28.9800115741091,5,23,2,43,2,999,999,3,2,7,1,2,1,1,695.033333333333,695.466666666667,0.433333333333394
35715759,1,102,2,116.493680555606,2,11,1,40,2,1,5,2,2,1,2,17,1,2,2795.8,2795.81666666667,0.0166666666664241
35788749,2,357,5,357.924942129641,5,22,1,42,1,1,1,3,1,8,1,17,1,1,8590.06666666667,8590.18333333333,0.116666666664969
35792872,1,336,5,355.568715277826,3,13,1,35,2,1,5,2,2,6,2,10,1,1,8533.45,8533.63333333333,0.183333333332484
35905977,1,320,3,354.538240740774,2,12,1,61,1,1,6,2,2,9,1,6,1,1,8508.86666666667,8508.9,0.0333333333328483
35951820,2,395,1,396.42862268514,2,10,1,4,2,999,999,1,1,1,1,17,1,1,9514.15,9514.26666666667,0.116666666666788
35964366,1,71,6,83.7279398147948,4,17,1,66,1,999,6,3,1,1,1,1,1,1,2009.43333333333,2009.45,0.0166666666666515
36215849,1,145,3,166.624618055532,3,14,1,56,2,1,5,2,2,8,1,14,1,1,3998.73333333333,3998.96666666667,0.233333333333576
36292798,1,320,3,348.523460648139,3,12,2,48,2,1,1,2,1,6,1,8,1,1,8364.28333333333,8364.55,0.266666666666424
36326162,1,102,2,110.52546296292,3,12,1,23,1,1,3,3,1,3,1,15,1,1,2652.5,2652.58333333333,0.0833333333334849
36402305,2,356,4,356.418124999967,4,10,2,53,1,999,999,3,2,11,1,5,1,1,8554.01666666667,8554.01666666667,0
36531565,2,42,5,41.6469560185215,4,15,2,48,2,1,3,3,1,7,1,7,1,1,999.483333333333,999.5,0.0166666666666515
36693538,2,351,6,349.898391203722,4,21,1,28,1,1,1,3,1,4,1,17,1,1,8397.38333333333,8397.55,0.16666666666606
36741410,2,204,6,204.41535879625,6,9,1,32,2,1,3,3,2,8,1,8,1,1,4905.93333333333,4905.95,0.0166666666664241
36747282,1,352,7,370.702743055532,4,16,1,27,1,1,1,2,1,3,1,7,1,1,8896.8,8896.85,0.0500000000010914
36952004,2,368,2,368.669930555508,2,16,1,42,1,1,1,3,1,6,1,14,1,1,8848.01666666667,8848.06666666667,0.0500000000010914
36996736,1,60,2,83.7389814815251,4,17,1,68,1,999,6,1,999,999,2,13,1,1,2009.7,2009.7,0
37066265,2,339,1,345.913414351875,7,21,2,48,2,1,1,2,1,7,1,10,1,1,8301.5,8301.81666666667,0.316666666667516
37396748,1,352,7,370.728472222225,4,17,2,43,1,1,1,2,1,3,2,14,1,999,8897.45,8897.46666666667,0.0166666666664241
37420699,2,375,2,375.44969907403,2,10,1,0,2,999,999,998,2,9,1,2,1,1,9010.63333333333,9010.76666666667,0.133333333333212
37553666,2,28,5,26.8779513889458,3,21,2,58,2,999,999,2,999,999,1,5,1,1,644.933333333333,645.066666666667,0.133333333333439
37594009,2,42,5,41.5995949073695,4,14,1,41,2,1,1,2,1,3,1,13,1,1,998.25,998.366666666667,0.116666666666674
37770233,2,350,5,350.941226851894,5,22,2,38,2,1,3,2,999,999,2,3,1,1,8422.55,8422.55,0
37783600,2,323,6,323.700937499991,6,16,2,53,2,999,999,3,2,8,1,12,1,1,7768.78333333333,7768.8,0.0166666666664241
37809153,2,357,5,357.890914351796,5,21,2,28,2,999,999,3,2,8,1,8,1,1,8581.53333333333,8589.36666666667,7.83333333333394
37827890,1,24,1,28.779583333293,5,18,1,52,2,999,999,1,2,4,1,6,1,1,690.55,690.7,0.150000000000091
38120101,1,397,3,410.676423611119,2,16,1,13,1,1,4,2,2,3,1,2,1,1,9856.15,9856.21666666667,0.0666666666675155
38271972,1,352,7,354.450729166623,2,10,2,43,2,999,1,1,2,3,1,18,1,1,8506.76666666667,8506.8,0.0333333333328483
38409554,1,101,1,112.479050925933,5,11,2,53,2,1,999,1,1,4,1,5,1,1,2699.48333333333,2699.48333333333,0
38433295,1,373,7,400.412152777775,6,9,1,15,2,1,4,1,2,3,1,13,1,1,9609.8,9609.88333333333,0.0833333333339397
38435951,2,356,4,356.41951388889,4,10,2,33,2,1,1,2,1,5,1,18,1,1,8553.66666666667,8554.06666666667,0.400000000001455
38500397,2,370,4,371.455856481451,5,10,2,38,1,999,999,3,999,999,1,9,1,1,8914.93333333333,8914.93333333333,0
38509060,2,332,1,336.726400462911,5,17,2,63,1,2,6,3,1,4,1,13,1,1,8081,8081.4,0.399999999999636
38728677,1,349,4,371.438715277822,5,10,1,37,2,1,999,3,1,6,1,1,1,1,8914.48333333333,8914.5,0.0166666666664241
38819323,2,366,7,367.011574074044,1,0,2,13,1,999,999,1,999,999,1,6,1,1,8808.06666666667,8808.26666666667,0.199999999998909
38831031,1,336,5,390.649687499972,3,15,2,63,1,999,6,1,1,1,997,11,1,1,9375.56666666667,9375.58333333333,0.0166666666664241
38905939,1,145,3,173.745173611096,3,17,1,61,1,1,1,3,1,2,1,12,1,1,4165.71666666667,4169.86666666667,4.15000000000055
39045439,2,91,5,91.3887037036475,5,9,1,1,1,999,999,1,2,6,997,6,1,1,2193.26666666667,2193.26666666667,0
39048243,1,81,2,91.7158449074486,5,17,1,62,2,999,5,2,999,5,2,14,1,1,2201.01666666667,2201.16666666667,0.149999999999636
39243081,2,332,1,335.002222222276,4,0,1,20,2,999,999,3,1,1,1,14,1,1,8040,8040.03333333333,0.0333333333337578
39273981,1,18,2,20.5399189814925,4,12,1,58,2,1,5,2,999,5,1,17,1,1,492.883333333333,492.95,0.0666666666666629
39341446,2,366,7,366.683124999981,7,16,1,10,1,999,999,1,999,999,1,5,1,1,8800.15,8800.36666666667,0.216666666667152
39352176,2,339,1,343.989479166688,5,23,2,43,1,1,1,3,999,999,1,14,1,1,8255.36666666667,8255.68333333333,0.316666666665697
39360542,1,145,3,173.437870370341,3,10,1,54,2,1,1,3,1,3,1,13,1,1,4162.35,4162.5,0.149999999999636
39635444,2,219,7,221.915092592593,2,21,2,28,1,1,1,3,1,7,1,16,1,1,5325.85,5325.95,0.0999999999994543
39674114,2,23,7,25.0357523148414,2,0,2,53,1,1,1,2,2,9,1,18,1,1,600.666666666667,600.8,0.133333333333326
39854810,1,25,2,36.7566203703173,6,18,1,60,1,999,999,1,999,1,2,2,1,1,882.083333333333,882.133333333333,0.0499999999999545
40023972,1,32,2,83.4435532407369,4,10,1,69,2,2,6,3,2,5,2,7,1,1,2002.61666666667,2002.63333333333,0.0166666666668789
40025115,2,32,2,30.9983912036987,7,23,2,13,2,1,4,2,999,999,1,11,1,1,743.883333333333,743.933333333333,0.0499999999999545
40026972,2,395,1,396.624409722164,2,14,2,13,2,1,4,2,999,999,1,13,1,1,9518.91666666667,9518.96666666667,0.0500000000010914
40228225,1,352,7,369.73693287035,3,17,1,20,1,2,4,3,1,1,2,6,1,1,8873.65,8873.68333333333,0.0333333333328483
40232281,2,366,7,366.910717592575,7,21,2,63,1,999,999,2,1,1,2,16,1,1,8805.83333333333,8805.85,0.0166666666664241
40237141,2,334,3,331.16715277778,7,4,1,53,1,1,2,3,1,11,1,3,1,1,7947.75,7948,0.25
40254546,1,145,3,173.472106481437,3,11,1,58,2,999,6,3,1,3,1,13,1,1,4163.18333333333,4163.31666666667,0.133333333333212
40272308,2,366,7,363.866574074025,4,20,2,38,2,1,5,2,2,5,1,2,1,1,8732.73333333333,8732.78333333333,0.0499999999992724
40283356,1,333,2,355.520219907397,3,12,1,65,2,999,6,2,2,2,1,17,1,1,8532.4,8532.46666666667,0.0666666666675155
40338184,1,336,5,348.718125000014,3,17,1,65,2,999,6,2,2,9,1,4,1,1,8369.2,8369.23333333333,0.0333333333328483
40350146,2,339,1,340.777280092589,2,18,2,18,2,1,4,2,999,999,1,14,1,1,8178.58333333333,8178.61666666667,0.0333333333337578
40362114,2,169,6,169.864814814762,6,20,2,38,2,1,1,3,1,7,1,14,1,1,4076.71666666667,4076.75,0.033333333333303
40591509,2,351,6,351.92640046298,6,22,2,23,1,1,1,3,1,6,1,2,1,1,8446.13333333333,8446.21666666667,0.0833333333339397
40817966,2,357,5,366.536481481511,7,12,2,48,1,999,999,999,2,4,1,999,1,1,8796.83333333333,8796.85,0.0166666666664241
40851437,2,27,4,32.7122916666558,2,17,1,20,1,2,4,3,999,999,1,6,1,1,785.066666666667,785.083333333333,0.0166666666666515
40905140,1,373,7,391.492546296329,4,11,1,13,2,1,4,1,2,8,1,2,1,1,9395.75,9395.8,0.0499999999992724
40940069,2,366,7,363.640833333367,4,15,1,42,1,1,1,3,2,9,1,13,1,1,8727,8727.36666666667,0.366666666666788
41001238,1,32,2,118.762777777738,4,18,1,56,2,1,1,1,1,2,1,14,1,1,2849.98333333333,2850.28333333333,0.300000000000182
41210102,2,353,1,350.631689814851,5,15,2,13,2,1,4,2,999,999,1,3,1,1,8415.15,8415.15,0
41323143,1,355,3,371.458634259296,5,11,2,53,1,1,3,3,2,4,997,1,1,1,8914.81666666667,8914.95,0.133333333333212
41445565,2,365,6,369.931666666642,3,22,2,8,1,1,4,1,2,10,1,1,1,1,8872.56666666667,8878.33333333333,5.76666666666642
41655665,2,392,5,392.40880787035,5,9,2,8,2,1,4,1,2,1,1,15,1,1,9417.71666666667,9417.78333333333,0.0666666666656965
41829570,2,141,6,142.018217592617,7,0,2,18,2,1,1,3,1,3,1,11,1,1,3330.63333333333,3408.43333333333,77.8000000000002
41863876,2,84,5,84.944641203736,5,22,1,10,2,999,999,1,999,999,1,16,1,1,2037.65,2038.56666666667,0.916666666666515
41879117,1,352,7,369.631504629622,3,15,2,48,2,1,1,2,1,3,2,18,1,1,8871.1,8871.13333333333,0.0333333333328483
41893194,1,379,6,406.742766203708,5,17,1,2,1,1,4,1,2,3,1,11,1,1,9761.68333333333,216024,206262.316666667
41925018,2,22,6,23.8874421296641,7,21,1,18,2,999,999,2,1,1,1,14,1,1,573.266666666667,573.283333333333,0.0166666666666515
41944507,1,25,2,28.5423842592863,5,13,1,25,1,1,1,3,1,3,1,1,1,1,684.866666666667,685,0.133333333333326
41974155,2,339,1,340.975752314786,2,23,1,21,1,2,4,2,999,999,1,5,1,1,8182.8,8183.38333333333,0.58333333333303
42252204,2,59,1,66.0403819443891,1,0,1,42,2,1,1,3,2,11,1,7,1,1,1584.91666666667,1584.93333333333,0.0166666666666515
42279695,1,32,2,106.743923611124,6,17,1,18,1,1,4,2,2,8,1,12,1,1,2561.78333333333,2561.85,0.066666666666606
42281271,1,86,7,91.757719907444,5,18,1,51,2,999,5,2,2,3,1,13,1,1,2202.11666666667,2202.16666666667,0.0499999999997272
42351104,2,366,7,367.952303240774,1,22,2,38,2,1,5,2,2,8,1,14,1,1,8830.75,8830.83333333333,0.0833333333339397
42379809,2,32,2,32.8790046296781,2,21,2,13,2,999,999,2,2,5,1,17,1,1,789.066666666667,789.083333333333,0.0166666666666515
42475363,2,340,2,341.436817129608,3,10,2,58,1,999,999,3,999,999,2,12,1,1,8194.41666666667,8194.46666666667,0.0500000000010914
42495031,2,350,5,367.880104166688,1,21,1,23,2,1,1,2,1,3,1,2,1,1,8829.06666666667,8829.11666666667,0.0499999999992724
42555022,1,334,3,368.61535879632,2,14,1,64,2,999,6,2,2,8,1,18,1,1,8846.68333333333,8846.75,0.0666666666675155
42642039,1,257,3,271.525324074086,3,12,1,70,2,999,6,999,2,998,2,11,1,1,6516.58333333333,6516.6,0.0166666666673336
42706748,1,102,2,106.426574074081,6,10,1,48,2,2,5,2,2,4,2,3,1,1,2554.06666666667,2554.21666666667,0.150000000000091
42793015,1,101,1,105.804756944417,5,19,1,34,1,1,3,3,1,4,1,15,1,1,2539.21666666667,2539.3,0.0833333333334849
42818681,1,355,3,370.674108796287,4,16,1,35,1,1,1,2,1,3,2,9,1,1,8896.01666666667,8896.16666666667,0.149999999999636
42884894,2,351,6,348.73547453701,3,17,1,48,1,1,1,3,1,4,1,14,1,1,8369.6,8369.61666666667,0.0166666666664241
42897756,2,21,5,23.4581597222714,7,10,2,43,1,1,3,3,1,4,1,2,1,1,562.683333333333,562.966666666667,0.283333333333417
42922106,1,32,2,83.6864699074067,4,16,1,67,1,999,6,3,1,5,1,10,1,1,2008.23333333333,2008.46666666667,0.233333333333348
42993061,2,344,6,342.740312500042,4,17,1,46,1,1,1,2,1,7,1,2,1,1,8225.71666666667,8225.71666666667,0
43152321,2,339,1,339.575648148195,1,13,2,48,2,999,999,3,1,1,1,5,1,1,8149.73333333333,8149.75,0.0166666666664241
43187386,2,334,3,330.84158564813,6,20,2,18,2,1,1,3,999,999,1,18,1,1,7940.16666666667,7940.16666666667,0
43193386,1,317,7,351.694166666712,6,16,1,77,1,999,6,2,999,1,997,16,1,1,8440.35,8440.58333333333,0.233333333333576
43217961,2,328,4,334.557256944478,3,13,1,65,1,1,1,3,1,7,2,13,1,1,8028.6,8029.36666666667,0.766666666666424
43269432,1,32,2,82.7832870370476,3,18,1,20,1,999,999,2,2,3,1,13,1,1,1986.66666666667,1986.78333333333,0.116666666666561
43326784,2,331,7,332.427442129585,1,10,2,13,2,999,999,1,999,999,1,5,1,1,7978.21666666667,7978.23333333333,0.0166666666673336
43335279,2,339,1,337.540798611124,6,12,1,16,2,999,999,999,999,999,1,999,1,999,8085.73333333333,8085.83333333333,0.0999999999994543
43404638,2,351,6,353.449351851828,1,10,1,43,1,1,1,3,1,7,1,2,1,1,8482.7,8482.76666666667,0.0666666666656965
43803510,1,35,5,83.6223263888387,4,14,2,33,2,999,5,1,999,999,2,7,1,1,2006.9,2006.91666666667,0.0166666666666515
43844651,1,145,3,253.571076388936,6,13,1,12,1,1,4,1,2,4,1,9,1,1,6085.06666666667,6085.68333333333,0.616666666666788
