participant_code,include_all_contacts,diary_contact_idx,contact_age_or_range,contact_age_or_mid_range,contact_gender,contact_member,skin_contact,non_physical_contact,total_time,house_contact,work_contact,school_contact,transport_contact,other_contact,how_often,record_time,record_date
16030864,997,2,1,63,2,1,9001,9001,4,1,9001,9001,9001,9001,1,736696.772916667,83
16030864,997,3,1,10,1,3,1,9001,4,9001,9001,3,9001,9001,1,736696.773611111,83
16030864,997,4,1,10,1,3,1,9001,4,9001,9001,3,9001,9001,1,736696.773611111,83
16030864,997,5,1,10,1,3,9001,2,1,9001,9001,3,9001,9001,3,736696.773611111,83
16030864,997,6,1,10,1,3,1,9001,4,9001,9001,3,9001,9001,1,736696.774305556,83
80692557,997,1,1,23,1,1,1,2,4,1,9001,9001,9001,997,1,736696.386805556,116
80692557,997,2,1,19,2,1,1,2,3,1,9001,9001,9001,9001,1,736696.3875,116
80692557,997,3,1,55,1,1,1,2,4,1,9001,9001,9001,9001,1,736696.388888889,116
42252204,1,1,1,42,1,1,1,9001,5,1,9001,9001,9001,9001,1,736696.038194445,66
42252204,1,2,1,10,1,1,1,9001,5,1,9001,9001,9001,9001,1,736696.038888889,66
79510513,997,1,2,18,2,5,1,2,5,9001,2,9001,4,9001,3,736696.084027778,59
79510513,997,2,2,18,1,997,1,9001,4,9001,9001,9001,9001,997,2,736696.086111111,59
44169606,997,1,2,42.5,1,997,9001,2,1,9001,9001,9001,4,9001,2,736696.747222222,83
44169606,997,2,1,44,2,5,9001,2,4,9001,9001,9001,9001,997,1,736696.747916667,83
44169606,997,3,1,45,2,5,9001,2,4,9001,9001,9001,9001,997,1,736696.747916667,83
44169606,997,4,2,42.5,1,5,9001,2,3,9001,9001,9001,9001,997,1,736696.748611111,83
44169606,997,5,2,30.5,1,5,9001,2,3,9001,9001,9001,9001,997,1,736696.748611111,83
44169606,997,6,2,52.5,1,5,9001,9001,999,9001,9001,9001,9001,997,2,736696.749305556,83
44169606,997,7,2,52.5,2,5,9001,2,5,9001,2,9001,9001,9001,1,736696.749305556,83
44169606,997,8,2,52.5,2,5,9001,2,4,9001,2,9001,9001,9001,1,736696.75,83
44169606,997,9,2,55,1,5,9001,2,3,9001,9001,9001,9001,997,1,736696.750694444,83
44169606,997,10,2,27.5,1,5,9001,2,3,9001,9001,9001,9001,997,1,736696.750694444,83
44169606,997,11,2,27.5,2,5,1,9001,2,9001,9001,9001,9001,997,1,736696.751388889,83
44169606,997,12,2,27.5,2,5,9001,2,1,9001,2,9001,9001,9001,2,736696.751388889,83
44169606,997,13,2,52.5,2,5,9001,2,1,9001,2,9001,9001,9001,2,736696.752083333,83
44169606,997,14,2,22.5,2,5,9001,2,1,9001,2,9001,9001,9001,2,736696.752083333,83
36996736,999,1,1,65,2,1,1,2,5,1,9001,9001,9001,9001,1,736696.7375,83
36996736,999,2,1,31,2,1,9001,2,5,1,9001,9001,9001,9001,1,736696.7375,83
44255633,997,1,2,63,1,1,9001,2,4,1,9001,9001,9001,9001,1,736696.786805556,67
44255633,997,2,2,28,1,997,9001,2,4,9001,9001,9001,4,997,2,736696.790972222,67
44255633,997,3,2,63,2,1,9001,2,5,1,9001,9001,9001,9001,1,736696.790972222,67
29277603,997,1,1,25,2,1,9001,2,2,1,9001,9001,9001,9001,2,736696.736111111,106
29277603,997,2,1,27,2,1,9001,9001,2,9001,9001,9001,9001,9001,3,736696.736805556,106
63322807,1,1,1,86,1,1,1,9001,2,1,9001,9001,9001,9001,1,736696.732638889,83
63322807,1,2,1,26,1,997,9001,2,999,9001,9001,9001,9001,9001,2,736696.731944444,83
63322807,1,3,1,86,1,999,1,9001,4,1,9001,9001,9001,9001,1,736696.732638889,83
63322807,1,4,1,86,1,1,1,9001,5,9001,9001,9001,9001,9001,1,736696.732638889,83
35964366,1,1,1,74,2,999,9001,2,2,1,9001,9001,9001,9001,3,736696.726388889,83
35964366,1,2,2,47.5,1,999,9001,2,3,9001,9001,9001,9001,997,1,736696.727083333,83
35964366,1,3,2,62.5,999,997,9001,2,3,9001,9001,9001,9001,997,1,736696.727083333,83
97353068,999,1,1,43,2,1,1,9001,5,1,9001,9001,9001,9001,1,736696.720138889,83
97353068,999,2,1,83,1,1,1,9001,5,1,9001,9001,9001,9001,1,736696.720833333,83
97353068,999,3,2,41.5,1,997,1,9001,3,9001,9001,9001,9001,997,4,736696.720833333,83
97353068,999,4,2,13,1,3,1,9001,5,9001,9001,9001,9001,9001,1,736696.721527778,83
97353068,999,5,2,41.5,2,997,1,9001,3,9001,9001,9001,9001,9001,4,736696.721527778,83
97353068,999,6,2,43,1,3,1,9001,5,9001,9001,9001,9001,9001,1,736696.722222222,83
65971613,997,1,2,48,1,1,1,2,5,1,9001,9001,4,997,1,736696.754861111,77
67780617,1,1,1,41,1,1,9001,2,3,9001,9001,3,9001,9001,2,736696.475694445,116
67780617,1,2,2,53,1,3,9001,2,999,9001,9001,3,9001,9001,2,736696.476388889,116
67780617,1,3,2,62.5,2,3,1,9001,999,9001,9001,3,9001,9001,2,736696.477083333,116
67780617,1,4,2,28,2,3,1,9001,3,9001,9001,3,9001,9001,2,736696.477777778,116
67780617,1,5,2,62.5,1,3,9001,2,3,9001,9001,3,9001,9001,2,736696.478472222,116
90340922,1,1,1,22,2,1,9001,2,1,1,9001,9001,9001,9001,1,736696.702083333,91
90340922,1,2,1,65,2,1,9001,2,2,1,9001,9001,9001,9001,1,736696.702777778,91
90340922,1,3,1,22,2,1,9001,2,2,1,9001,9001,9001,9001,1,736696.702777778,91
90340922,1,4,1,65,2,1,9001,2,1,1,9001,9001,9001,9001,1,736696.702777778,91
90340922,1,5,2,32.5,2,1,1,9001,2,1,9001,9001,9001,9001,2,736696.703472222,91
90340922,1,6,2,3,1,1,1,9001,2,9001,9001,9001,9001,9001,2,736696.704166667,91
90340922,1,7,2,33,999,1,1,9001,2,9001,9001,9001,9001,9001,1,736696.704166667,91
90340922,1,8,1,65,2,1,9001,2,3,9001,9001,9001,9001,9001,2,736696.704861111,91
90340922,1,9,1,65,2,1,9001,2,5,9001,9001,9001,9001,9001,1,736696.704861111,91
47405812,997,1,2,48,2,1,1,9001,1,1,9001,9001,9001,9001,1,736696.490277778,80
47405812,997,2,2,28,2,5,1,9001,2,9001,2,9001,9001,9001,2,736696.49375,80
47405812,997,3,2,23,1,997,1,9001,3,9001,9001,9001,4,997,2,736696.494444444,80
47405812,997,4,2,38,2,5,9001,2,5,9001,2,9001,9001,9001,1,736696.494444444,80
21493813,999,1,1,75,2,1,1,2,5,1,9001,9001,4,9001,1,736696.71875,91
25993392,997,1,1,48,2,1,1,2,5,1,9001,9001,4,997,1,736696.707638889,83
25993392,997,2,1,19,1,1,1,2,4,9001,9001,9001,9001,997,1,736696.708333333,83
25993392,997,3,2,45,1,5,1,2,4,9001,2,9001,4,997,1,736696.709027778,83
25993392,997,4,2,999,2,997,9001,2,2,9001,9001,9001,9001,9001,2,736696.709722222,83
25993392,997,5,2,25,2,997,1,2,3,9001,9001,9001,4,9001,5,736696.709722222,83
25993392,997,6,2,999,1,997,1,2,1,9001,9001,9001,9001,997,1,736696.710416667,83
25993392,997,7,2,999,1,997,1,2,1,9001,9001,9001,9001,997,1,736696.710416667,83
25993392,997,8,2,35,2,997,9001,2,1,9001,9001,9001,9001,997,2,736696.710416667,83
25993392,997,9,2,55,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.711111111,83
25993392,997,10,2,45,1,997,9001,2,2,9001,9001,9001,9001,997,1,736696.711111111,83
25993392,997,11,2,35,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.711111111,83
25993392,997,12,2,35,1,997,1,2,1,1,9001,9001,9001,997,2,736696.7125,83
25993392,997,13,2,35,2,997,9001,2,2,1,9001,9001,9001,997,2,736696.7125,83
25993392,997,14,2,999,2,997,1,2,2,1,9001,9001,9001,997,2,736696.713194444,83
25993392,997,15,2,37.5,1,997,1,2,3,1,9001,9001,9001,997,3,736696.713194444,83
25993392,997,16,2,32.5,2,997,9001,2,3,1,9001,9001,9001,997,3,736696.713888889,83
25993392,997,17,2,17.5,1,997,1,2,3,1,9001,9001,9001,997,3,736696.713888889,83
25993392,997,18,2,45,2,5,1,2,4,9001,2,9001,9001,9001,2,736696.713888889,83
25993392,997,19,2,45,2,5,9001,2,4,9001,2,9001,9001,9001,2,736696.714583333,83
25993392,997,20,2,35,1,5,9001,2,999,9001,2,9001,9001,9001,1,736696.715277778,83
25993392,997,21,2,45,2,5,9001,2,999,9001,2,9001,9001,9001,2,736696.715277778,83
25993392,997,22,2,35,1,5,1,2,4,9001,2,9001,9001,9001,2,736696.715277778,83
39048243,1,1,1,64,1,1,1,9001,5,1,9001,9001,9001,9001,1,736696.709027778,91
39048243,1,2,1,93,1,1,1,9001,1,9001,9001,9001,9001,9001,1,736696.709027778,91
39048243,1,3,1,34,1,1,1,9001,999,1,9001,9001,9001,9001,1,736696.709722222,91
39048243,1,4,1,34,2,1,1,9001,999,1,9001,9001,9001,9001,1,736696.709722222,91
39048243,1,5,1,6,999,1,1,9001,5,1,9001,9001,9001,9001,1,736696.710416667,91
39048243,1,6,2,999,2,997,9001,2,999,9001,9001,9001,9001,9001,1,736696.711111111,91
39048243,1,7,2,999,2,5,9001,2,999,9001,9001,9001,9001,9001,1,736696.711805556,91
39048243,1,8,2,999,1,5,9001,2,999,9001,9001,9001,9001,9001,1,736696.711805556,91
39048243,1,9,2,999,2,5,9001,2,999,9001,9001,9001,9001,9001,1,736696.7125,91
39048243,1,10,2,999,2,999,9001,2,999,9001,9001,9001,9001,9001,1,736696.7125,91
39048243,1,11,2,999,2,999,9001,2,999,9001,9001,9001,9001,9001,1,736696.713194444,91
39048243,1,12,2,999,2,999,9001,2,999,9001,9001,9001,9001,9001,999,736696.713888889,91
39048243,1,13,2,999,1,999,9001,2,999,9001,9001,9001,9001,9001,999,736696.713888889,91
39048243,1,14,2,999,2,999,9001,2,999,9001,9001,9001,9001,9001,999,736696.714583333,91
39048243,1,15,2,999,2,999,9001,2,999,9001,9001,9001,9001,9001,999,736696.714583333,91
39048243,1,16,2,999,1,999,9001,2,999,9001,9001,9001,9001,9001,999,736696.715277778,91
39048243,1,17,2,999,2,999,9001,2,999,9001,9001,9001,9001,9001,999,736696.715277778,91
99569871,997,1,2,13,2,3,1,9001,5,9001,9001,3,9001,9001,1,736696.747222222,77
11772427,1,1,2,28,1,1,1,9001,4,1,9001,9001,9001,9001,1,736696.532638889,96
11772427,1,2,2,28,2,1,1,9001,4,1,9001,9001,9001,9001,1,736696.532638889,96
11772427,1,3,2,28,2,1,1,9001,5,1,9001,9001,9001,9001,1,736696.533333333,96
11772427,1,4,1,2,1,997,9001,2,1,9001,9001,9001,9001,997,5,736696.533333333,96
11772427,1,5,2,28,2,997,9001,2,1,9001,9001,9001,9001,997,5,736696.534027778,96
63008192,1,1,1,52,2,1,9001,2,3,1,9001,9001,9001,9001,1,736696.001388889,98
63008192,1,2,1,53,1,1,9001,2,1,1,9001,9001,9001,9001,1,736696.002083333,98
63008192,1,3,1,21,2,1,9001,2,1,1,9001,9001,9001,9001,1,736696.002777778,98
63008192,1,4,1,16,1,997,9001,2,4,9001,9001,9001,9001,997,3,736696.002777778,98
63008192,1,5,1,20,1,997,9001,2,3,9001,9001,9001,9001,997,4,736696.003472222,98
63008192,1,6,1,16,1,997,9001,2,3,9001,9001,9001,9001,997,4,736696.005555556,98
63008192,1,7,2,48,999,997,9001,2,2,9001,9001,9001,9001,997,4,736696.006944445,98
96990501,1,1,2,43,1,997,9001,2,1,9001,9001,9001,9001,997,1,736696.460416667,85
96990501,1,2,2,999,1,999,9001,2,2,9001,9001,9001,9001,997,5,736696.461805556,85
96990501,1,3,2,999,2,999,9001,2,2,9001,9001,9001,9001,997,4,736696.4625,85
96990501,1,4,2,999,2,999,9001,2,1,9001,9001,9001,9001,997,3,736696.463194444,85
96990501,1,5,2,999,2,999,9001,2,1,9001,9001,9001,9001,997,5,736696.463194444,85
51570411,997,1,2,33,1,997,1,9001,5,1,2,9001,4,9001,1,736696.439583333,83
51570411,997,2,2,38,2,5,9001,2,5,9001,2,9001,9001,9001,1,736696.440277778,83
51570411,997,3,2,43,1,5,9001,2,4,9001,2,9001,9001,9001,1,736696.440277778,83
51570411,997,4,2,43,2,5,9001,2,4,9001,2,9001,9001,9001,1,736696.440277778,83
51570411,997,5,2,33,1,5,9001,2,4,9001,2,9001,9001,9001,1,736696.440972222,83
51570411,997,6,2,48,1,5,9001,2,5,9001,2,9001,9001,9001,1,736696.440972222,83
51570411,997,7,2,58,1,5,9001,2,4,9001,2,9001,9001,9001,1,736696.440972222,83
51570411,997,8,2,8,1,997,9001,2,3,9001,9001,9001,4,9001,1,736696.441666667,83
51570411,997,9,2,33,2,5,9001,2,4,9001,2,9001,9001,9001,1,736696.441666667,83
51570411,997,10,2,48,1,5,1,9001,4,9001,2,9001,9001,9001,2,736696.442361111,83
51570411,997,11,2,38,1,5,9001,2,1,9001,2,9001,9001,9001,1,736696.44375,83
51570411,997,12,2,38,2,5,9001,2,1,9001,2,9001,9001,9001,1,736696.44375,83
51570411,997,13,2,33,2,997,9001,2,1,1,9001,9001,9001,9001,1,736696.444444445,83
51570411,997,14,2,33,2,997,9001,2,1,1,9001,9001,9001,997,1,736696.444444445,83
51570411,997,15,2,53,2,5,9001,2,2,9001,2,9001,9001,9001,1,736696.444444445,83
51570411,997,16,2,28,999,997,9001,2,2,9001,9001,9001,9001,997,3,736696.447222222,83
51570411,997,17,2,23,2,997,9001,2,1,9001,9001,9001,9001,997,4,736696.447916667,83
51570411,997,18,2,23,1,997,9001,2,1,9001,9001,9001,9001,997,4,736696.447916667,83
51570411,997,19,2,38,2,997,9001,2,1,9001,9001,9001,9001,9001,4,736696.449305556,83
51570411,997,20,2,48,1,1,9001,2,1,1,9001,9001,9001,9001,1,736696.45,83
51570411,997,21,2,23,1,1,9001,2,1,1,9001,9001,9001,9001,1,736696.452777778,83
29061212,997,1,2,23,2,5,1,2,2,9001,2,9001,9001,9001,1,736696.39375,85
29061212,997,2,2,58,1,1,1,2,4,1,9001,9001,9001,9001,1,736696.395138889,85
29061212,997,3,2,58,2,1,1,2,4,1,9001,9001,9001,9001,1,736696.395833333,85
29061212,997,4,2,999,2,997,9001,2,2,9001,9001,9001,9001,997,4,736696.395833333,85
71179205,1,1,2,33,2,5,9001,2,4,9001,2,9001,9001,9001,1,736696.758333333,83
71179205,1,2,2,33,1,5,9001,2,4,9001,2,9001,9001,9001,2,736696.758333333,83
71179205,1,3,1,27,2,5,1,9001,3,9001,2,9001,4,997,1,736696.759722222,83
71179205,1,4,1,29,2,5,1,2,4,9001,2,9001,4,997,1,736696.761111111,83
71179205,1,5,2,43,2,1,1,2,4,1,9001,9001,9001,9001,1,736696.760416667,83
71179205,1,6,2,58,1,1,9001,2,4,1,9001,9001,9001,9001,1,736696.760416667,83
71179205,1,7,2,48,2,5,1,2,5,9001,2,9001,9001,9001,1,736696.761111111,83
71179205,1,8,2,28,2,5,9001,2,3,9001,2,9001,9001,9001,1,736696.761111111,83
71179205,1,9,2,43,1,5,9001,2,3,9001,2,9001,9001,9001,1,736696.761805556,83
71179205,1,10,2,23,1,5,9001,2,3,9001,2,9001,9001,9001,1,736696.7625,83
80433299,997,1,2,43,2,1,9001,2,4,1,9001,9001,9001,9001,1,736696.441666667,85
80433299,997,2,2,13,2,1,1,2,4,1,9001,9001,4,997,4,736696.442361111,85
80433299,997,3,2,13,2,3,1,2,5,9001,9001,3,9001,997,1,736696.442361111,85
80433299,997,4,2,13,2,3,1,2,3,9001,9001,3,9001,9001,2,736696.443055556,85
80433299,997,5,2,13,2,1,1,2,4,1,9001,9001,9001,9001,1,736696.44375,85
80433299,997,6,2,33,2,997,9001,2,1,9001,9001,9001,9001,997,1,736696.44375,85
80433299,997,7,2,28,1,3,9001,2,4,9001,9001,3,9001,9001,2,736696.444444445,85
80433299,997,8,2,13,1,3,9001,2,4,1,9001,3,9001,997,1,736696.445138889,85
80433299,997,9,2,58,1,1,1,2,3,1,9001,9001,4,997,4,736696.445833333,85
80433299,997,10,2,33,2,1,1,2,4,1,9001,9001,9001,997,4,736696.446527778,85
42281271,1,1,1,18,2,1,9001,2,2,1,9001,9001,9001,9001,2,736696.754861111,91
42281271,1,2,2,45,1,997,1,2,4,9001,9001,9001,9001,997,4,736696.755555556,91
42281271,1,3,1,24,2,1,1,9001,3,1,9001,9001,9001,9001,1,736696.755555556,91
42281271,1,4,1,51,1,1,1,9001,3,1,9001,9001,9001,9001,1,736696.75625,91
42281271,1,5,1,34,2,3,9001,2,4,9001,9001,3,9001,9001,4,736696.75625,91
42281271,1,6,1,57,1,997,9001,2,1,9001,9001,9001,9001,997,2,736696.756944445,91
62675382,1,1,2,38,2,5,9001,2,2,9001,2,9001,9001,9001,1,736696.459027778,83
62675382,1,2,2,8,2,1,1,9001,3,1,9001,9001,9001,9001,1,736696.459722222,83
15392694,999,1,2,18,1,1,9001,2,4,1,9001,9001,9001,997,1,736696.740972222,111
15392694,999,2,2,63,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.745138889,111
15392694,999,3,2,63,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.745138889,111
15392694,999,4,2,63,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.745833333,111
15392694,999,5,2,63,1,997,9001,2,2,9001,9001,9001,9001,997,1,736696.745833333,111
15392694,999,6,2,52.5,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.745833333,111
15392694,999,7,2,63,999,997,9001,2,2,9001,9001,9001,9001,997,2,736696.745833333,111
15392694,999,8,2,63,1,997,9001,2,2,9001,9001,9001,9001,997,1,736696.746527778,111
15392694,999,9,2,62.5,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.746527778,111
15392694,999,10,2,43,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.746527778,111
15392694,999,11,2,63,1,997,9001,2,2,9001,9001,9001,9001,997,2,736696.747222222,111
15392694,999,12,2,53,2,997,9001,2,3,9001,9001,9001,9001,997,3,736696.747222222,111
15392694,999,13,2,43,2,997,9001,2,3,9001,9001,9001,9001,997,2,736696.747916667,111
15392694,999,14,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.747916667,111
15392694,999,15,2,48,2,997,9001,2,3,9001,9001,9001,9001,997,1,736696.747916667,111
15392694,999,16,2,48,1,997,9001,2,3,9001,9001,9001,9001,997,1,736696.747916667,111
15392694,999,17,2,43,1,997,9001,2,2,9001,9001,9001,9001,997,1,736696.748611111,111
15392694,999,18,2,58,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.748611111,111
15392694,999,19,2,48,1,997,9001,2,2,9001,9001,9001,9001,997,2,736696.748611111,111
15392694,999,20,2,63,1,997,9001,2,2,9001,9001,9001,9001,997,2,736696.749305556,111
15392694,999,21,2,63,2,997,9001,2,3,9001,9001,9001,9001,997,2,736696.749305556,111
15392694,999,22,2,63,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.749305556,111
15392694,999,23,2,63,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.749305556,111
15392694,999,24,2,63,1,997,9001,2,2,9001,9001,9001,9001,997,2,736696.75,111
15392694,999,25,2,58,1,997,9001,2,2,9001,9001,9001,9001,997,2,736696.75,111
15392694,999,26,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.75,111
15392694,999,27,2,63,1,997,9001,2,2,9001,9001,9001,9001,997,2,736696.750694444,111
15392694,999,28,2,58,2,997,9001,2,999,9001,9001,9001,9001,997,2,736696.750694444,111
15392694,999,29,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.750694444,111
15392694,999,30,2,63,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.751388889,111
15392694,999,31,2,63,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.751388889,111
15392694,999,32,2,63,1,997,9001,2,2,9001,9001,9001,9001,997,2,736696.751388889,111
15392694,999,33,2,63,1,997,9001,2,2,9001,9001,9001,9001,997,3,736696.752083333,111
15392694,999,34,2,43,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.752083333,111
15392694,999,35,2,38,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.752083333,111
15392694,999,36,2,38,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.752777778,111
15392694,999,37,2,58,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.752777778,111
15392694,999,38,2,43,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.752777778,111
15392694,999,39,2,53,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.752777778,111
15392694,999,40,2,43,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.753472222,111
15392694,999,41,2,43,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.753472222,111
15392694,999,42,2,58,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.753472222,111
15392694,999,43,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.754166667,111
15392694,999,44,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.754166667,111
15392694,999,45,2,43,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.754166667,111
15392694,999,46,2,43,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.754861111,111
15392694,999,47,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.754861111,111
15392694,999,48,2,43,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.754861111,111
15392694,999,49,2,43,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.755555556,111
15392694,999,50,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.755555556,111
15392694,999,51,2,48,1,997,9001,2,3,9001,9001,9001,9001,997,2,736696.755555556,111
15392694,999,52,2,53,2,997,9001,2,3,9001,9001,9001,9001,997,2,736696.75625,111
15392694,999,53,2,58,2,997,9001,2,3,9001,9001,9001,9001,997,3,736696.75625,111
15392694,999,54,2,43,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.75625,111
15392694,999,55,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.75625,111
15392694,999,56,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.756944445,111
15392694,999,57,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.756944445,111
15392694,999,58,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.756944445,111
15392694,999,59,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.757638889,111
15392694,999,60,2,38,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.757638889,111
15392694,999,61,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.757638889,111
15392694,999,62,2,38,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.758333333,111
15392694,999,63,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.758333333,111
15392694,999,64,2,43,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.758333333,111
15392694,999,65,2,38,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.759027778,111
15392694,999,66,2,38,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.759027778,111
15392694,999,67,2,18,1,997,9001,2,2,9001,9001,9001,9001,997,3,736696.759027778,111
15392694,999,68,2,53,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.759722222,111
15392694,999,69,2,63,2,997,9001,2,2,9001,9001,9001,9001,997,1,736696.759722222,111
15392694,999,70,2,43,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.759722222,111
15392694,999,71,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.759722222,111
15392694,999,72,2,999,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.760416667,111
15392694,999,73,2,48,1,997,9001,2,2,9001,9001,9001,9001,997,3,736696.760416667,111
15392694,999,74,2,28,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.760416667,111
15392694,999,75,2,38,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.761111111,111
15392694,999,76,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.761111111,111
15392694,999,77,2,53,2,997,9001,2,2,9001,9001,9001,9001,997,999,736696.761805556,111
15392694,999,78,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.761805556,111
15392694,999,79,2,63,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.7625,111
15392694,999,80,2,43,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.763194444,111
15392694,999,81,2,58,2,997,9001,2,2,9001,9001,9001,9001,997,2,736696.763194444,111
15392694,999,82,2,38,1,997,9001,2,2,9001,9001,9001,9001,997,2,736696.763194444,111
15392694,999,83,2,38,1,997,9001,2,2,9001,9001,9001,9001,997,2,736696.763888889,111
15392694,999,84,2,38,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.763888889,111
15392694,999,85,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.763888889,111
15392694,999,86,2,53,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.764583333,111
15392694,999,87,2,38,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.764583333,111
15392694,999,88,2,23,1,997,9001,2,2,9001,9001,9001,9001,997,3,736696.764583333,111
15392694,999,89,2,33,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.765277778,111
15392694,999,90,2,33,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.765277778,111
15392694,999,91,2,48,1,997,9001,2,2,9001,9001,9001,9001,997,3,736696.765277778,111
15392694,999,92,2,28,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.765972222,111
15392694,999,93,2,53,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.765972222,111
15392694,999,94,2,28,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.765972222,111
15392694,999,95,2,33,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.766666667,111
15392694,999,96,2,53,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.766666667,111
15392694,999,97,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.766666667,111
15392694,999,98,2,38,1,997,9001,2,2,9001,9001,9001,9001,997,3,736696.767361111,111
15392694,999,99,2,48,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.767361111,111
15392694,999,100,2,38,2,997,9001,2,2,9001,9001,9001,9001,997,3,736696.767361111,111
41863876,997,1,2,38,1,1,9001,2,3,1,9001,9001,9001,9001,1,736696.902083333,84
41863876,997,2,2,38,2,1,1,2,4,1,9001,9001,9001,9001,1,736696.906944444,84
41863876,997,3,2,8,1,1,9001,2,4,1,9001,9001,9001,9001,1,736696.908333333,84
41863876,997,4,2,13,2,3,9001,2,4,9001,9001,3,4,997,1,736696.922222222,84
41863876,997,5,2,8,2,3,1,9001,4,9001,9001,3,9001,9001,1,736696.911111111,84
41863876,997,6,2,33,1,997,9001,2,3,9001,9001,9001,9001,997,2,736696.938194444,84
41863876,997,7,2,8,1,997,9001,2,3,9001,9001,9001,9001,997,2,736696.9125,84
41863876,997,8,2,13,1,997,9001,2,3,9001,9001,9001,9001,997,2,736696.913888889,84
41863876,997,9,2,8,2,3,1,2,4,9001,2,9001,9001,9001,1,736696.922916667,84
41863876,997,10,2,13,2,997,9001,2,3,9001,9001,9001,9001,997,2,736696.940277778,84
80014822,1,1,1,32,2,1,1,2,5,1,9001,9001,9001,9001,1,736696.695138889,82
80014822,1,2,1,0,1,1,1,2,4,1,9001,9001,9001,9001,1,736696.696527778,82
80014822,1,3,2,33,1,5,9001,2,5,9001,2,9001,9001,9001,1,736696.697222222,82
80014822,1,4,2,23,2,5,9001,2,3,9001,2,9001,9001,9001,1,736696.697916667,82
