participant_code,mode_survey,time_first_access,time_last_update,duration_survey_hrs
69484780,2,736281.860185185,736282.603483796,17.8391666673124
53478679,1,736316.547361111,736316.606261574,1.41361111029983
79834335,2,736284.789606481,736284.79818287,0.205833334475756
18380719,2,736309.390960648,736340.614201389,749.357777777128
95096411,2,736278.64931713,736278.655289352,0.143333332613111
88869875,1,736302.726805556,736302.740520833,0.329166666604579
93903925,1,736316.521539352,736316.546226852,0.592499999329448
83498309,2,736285.9371875,736285.947037037,0.236388889141381
33101941,1,736320.689074074,736320.696469907,0.17750000115484
85414106,2,736280.617407407,736280.620405093,0.0719444453716278
49059689,2,736280.658043982,736284.673402778,96.368611109443
68755928,2,736284.619467593,736284.719143518,2.39222222194076
48021733,1,736320.699131944,736320.701018519,0.0452777780592442
12037142,1,736329.500914352,736329.50400463,0.0741666667163372
56317255,1,736316.708032407,736316.716469907,0.202499999664724
43862142,1,736320.497777778,736320.501979167,0.100833334028721
35572467,2,736284.236747685,736284.252905093,0.387777775526047
64914252,2,736283.888518519,736283.89650463,0.191666666418314
98611393,1,736319.699351852,736319.711712963,0.296666666865349
61193493,2,736280.610625,736281.639594907,24.6952777784318
93916891,1,736375.687106482,736375.736423611,1.18361110892147
45293310,1,736320.475243056,736320.477384259,0.051388886757195
14847207,2,736292.725578704,736292.740208333,0.351111112162471
49249560,1,736302.71412037,736302.725787037,0.280000001192093
62135461,2,736282.694201389,736282.705381944,0.268333333544433
92618191,1,736320.684502315,736320.687997685,0.0838888892903924
78509088,2,736284.938657407,736284.958113426,0.466944443061948
90291648,2,736285.497222222,736285.509722222,0.299999998882413
84252995,1,736316.723391204,736316.729409722,0.144444446079433
73016379,2,736283.968958333,736283.974386574,0.130277778021991
99116042,1,736320.670868056,736320.684409722,0.325000000186265
13643403,1,736302.767372685,736302.777326389,0.238888889551163
10495813,2,736280.864791667,736280.870740741,0.142777780070901
34627653,2,736285.628865741,736285.634571759,0.136944444850087
72459175,1,736320.701319444,736320.709166667,0.18833333440125
78745890,1,736320.668668982,736320.670729167,0.0494444444775581
98326524,1,736313.56912037,736313.57712963,0.192222224548459
61767959,1,736333.515532407,736333.52087963,0.128333332948387
84930880,2,736288.54025463,736288.545763889,0.132222220301628
55603182,1,736313.627824074,736313.635497685,0.184166665188968
29331062,1,736333.486319444,736333.490034722,0.0891666663810611
11857415,2,736287.761435185,736287.766909722,0.131388888694346
42555022,1,736333.555601852,736333.615358796,1.43416666612029
64699726,2,736288.264756945,736288.269282407,0.108611108735204
13344417,2,736290.587835648,736290.591805556,0.0952777778729796
31377488,2,736291.495023148,736317.385694444,621.376111110672
85270245,2,736286.58880787,736286.594421296,0.13472222071141
94917207,2,736291.455520833,736291.459976852,0.106944442726672
86544485,2,736286.902951389,736286.909837963,0.165277778171003
49658715,2,736288.961400463,736288.9759375,0.348888888023794
69637785,2,736286.924953704,736286.93005787,0.122500000521541
11724464,1,736333.5265625,736333.530196759,0.0872222213074565
80581246,1,736333.483831019,736333.486157407,0.0558333322405815
67137517,2,736295.838506944,736295.849328704,0.259722221642733
85274949,1,736372.616875,736372.6221875,0.127500001341105
37783600,2,736287.717708333,736288.7009375,23.5975000010803
88729992,1,736319.503703704,736319.506805556,0.074444442987442
31929510,1,736302.445011574,736302.484861111,0.956388889811933
60307151,1,736333.655023148,736333.658854167,0.0919444430619478
17426732,2,736288.462083333,736288.470034722,0.190833334811032
91265091,1,736320.54037037,736320.545092593,0.113333333283663
50618404,2,736288.901539352,736313.86900463,599.219166666269
87490160,1,736319.616979167,736319.619560185,0.0619444465264678
93931754,2,736308.529456018,736308.540625,0.268055557273328
63521733,2,736312.636238426,736312.644212963,0.191388887353241
61270511,1,736313.462418981,736313.468634259,0.149166667833924
22119973,2,736286.5009375,736286.508333333,0.177499998360872
74002564,1,736319.489525463,736319.493043981,0.0844444446265697
99155650,1,736319.498055556,736319.502453704,0.105555555783212
21654428,2,736286.620300926,736286.629502315,0.22083333414048
78886714,2,736288.730324074,736288.746909722,0.398055556230247
75606099,2,736288.003541667,736288.013217593,0.232222222723067
50668489,1,736356.521273148,736358.643900463,50.9430555570871
85062676,2,736290.96318287,736290.988275463,0.602222221903503
75580612,1,736313.647291667,736313.654861111,0.181666664779186
35366189,1,736313.683900463,736313.693240741,0.224166666157544
62826765,2,736296.442615741,736296.450046296,0.17833333555609
77166129,2,736294.455173611,736294.464236111,0.217500002123415
18994564,2,736299.89994213,736299.902453704,0.060277777723968
80595998,1,736329.506284722,736329.508726852,0.058611111715436
79679001,2,736292.438576389,736308.5915625,387.671666666865
10667596,2,736292.417118056,736293.954571759,36.8988888887689
40283356,1,736320.509050926,736320.520219907,0.268055554479361
61949230,1,736319.676261574,736319.682893518,0.159166666679084
30993804,2,736320.981585648,736320.986493056,0.117777778767049
43217961,2,736299.50119213,736299.557256944,1.34555555507541
46676194,2,736297.710046296,736297.712800926,0.0661111129447818
91702300,2,736292.946064815,736314.908923611,527.10861111246
71707892,1,736333.679259259,736333.687719907,0.203055555000901
89989315,1,736319.51505787,736319.51693287,0.0449999989941716
19787052,2,736291.740972222,736291.744456019,0.0836111130192876
10946094,2,736291.739895833,736291.742569444,0.0641666678711772
63833365,1,736319.620393518,736319.628449074,0.193333335220814
93908272,2,736292.503414352,736292.520636574,0.413333334960043
21006078,1,736319.546851852,736319.549884259,0.07277777697891
53506126,1,736333.695277778,736372.627789352,934.380277778953
44779421,2,736294.80806713,736294.820486111,0.298055556602776
83650268,1,736333.508414352,736333.5134375,0.120555555447936
55697547,2,736306.672025463,736306.676770833,0.11388888861984
27992971,2,736291.79724537,736291.806979167,0.233611112460494
88005481,1,736319.595601852,736319.598900463,0.0791666675359011
76739432,1,736313.657719907,736313.672858796,0.363333335146308
45863335,1,736333.628958333,736333.637372685,0.201944444328547
14400868,1,736319.551076389,736319.588958333,0.909166666679084
53329656,2,736293.581145833,736293.586759259,0.13472222071141
24149384,2,736293.929768519,736293.941412037,0.279444443061948
84696974,1,736333.670405093,736333.674548611,0.0994444442912936
91211292,2,736308.81837963,736308.826493056,0.194722222164273
54148231,1,736319.624108796,736319.634224537,0.242777779698372
98519464,2,736293.722094907,736293.730891204,0.211111111566424
61459785,2,736293.553368056,736293.559328704,0.143055553548038
19150944,2,736294.747048611,736294.754641204,0.182222222909331
97456570,1,736333.639259259,736333.64400463,0.11388888861984
24533540,2,736293.840763889,736293.845324074,0.109444443136454
13317389,1,736333.689571759,736333.693993056,0.10611111111939
29411242,2,736308.95150463,736308.960775463,0.222500000149012
47267353,1,736365.454814815,736365.46162037,0.163333333097398
46816817,1,736319.538518519,736319.546423611,0.189722221344709
69032437,2,736293.461365741,736293.741724537,6.72861110977829
80070306,2,736293.874733796,736293.905925926,0.748611110262573
29192718,1,736319.50869213,736319.513506944,0.115555554628372
67673773,2,736291.882280093,736291.885763889,0.0836111130192876
78724340,2,736294.501944444,736294.532233796,0.726944443769753
72105847,1,736329.536481482,736329.550439815,0.334999999031425
25328987,2,736293.814178241,736293.821400463,0.173333334736526
66037401,1,736319.589537037,736319.595162037,0.134999999776483
60332682,1,736333.618287037,736333.625613426,0.175833335146308
91856194,1,736313.614039352,736313.623449074,0.225833334960043
75622875,2,736299.663564815,736299.695520833,0.766944444738328
74395000,2,736295.360092593,736295.373622685,0.32472222391516
90787499,1,736313.562222222,736313.567777778,0.133333333767951
25907403,2,736293.68244213,736293.688414352,0.143333335407078
38831031,1,736355.64400463,736355.6496875,0.13638888951391
35792872,1,736320.558310185,736320.568715278,0.249722222797573
51017991,1,736319.4378125,736319.443738426,0.142222221940756
31667835,2,736293.788263889,736293.793703704,0.130555554293096
33476208,1,736335.654988426,736335.660347222,0.128611112013459
77477417,2,736309.801990741,736311.978125,52.2272222237661
24730187,1,736319.494664352,736319.497256944,0.0622222227975726
40338184,1,736313.713391204,736313.718125,0.113611112348735
79151233,1,736333.494409722,736333.505578704,0.268055554479361
97736287,2,736293.902337963,736293.911388889,0.217222220264375
77153357,2,736294.967152778,736294.970185185,0.07277777697891
53326127,1,736320.634791667,736320.641458333,0.160000001080334
39243081,2,736299.99693287,736300.002222222,0.126944446004927
82383061,1,736333.522337963,736333.524837963,0.0599999986588955
79884110,1,736313.497488426,736313.506041667,0.205277779139578
72219277,1,736313.697384259,736313.699965278,0.0619444437325001
75887319,2,736298.906585648,736298.910659722,0.0977777754887939
64734639,1,736333.532847222,736333.552777778,0.478333334438503
38509060,2,736301.676967593,736301.726400463,1.18638888839632
52880532,1,736313.491643519,736313.495983796,0.104166666045785
13229962,1,736329.550960648,736329.568981481,0.432500001043081
11037821,1,736329.493090278,736329.498194444,0.122500000521541
48874542,2,736298.961145833,736298.973310185,0.29194444231689
48112344,2,736297.147303241,736297.153206019,0.141666666604579
76126531,2,736296.480717593,736296.492118056,0.273611110635102
62176309,2,736302.892858796,736302.896423611,0.0855555552989244
78475860,2,736301.997407407,736337.31875,847.712222222239
81669050,2,736311.787418981,736311.799467593,0.289166668429971
11870454,1,736313.526724537,736313.531666667,0.118611110374331
99638299,1,736313.42775463,736313.45431713,0.637500001117587
27571683,1,736329.49880787,736329.500613426,0.0433333357796073
61770335,1,736319.648020833,736319.658553241,0.252777775749564
74643171,1,736335.675729167,736335.684768519,0.21694444399327
17800285,1,736313.700983796,736313.706458333,0.131388888694346
89300315,2,736308.603020833,736308.614803241,0.28277777787298
20456667,2,736295.996087963,736296.002418982,0.151944444514811
73207394,2,736296.618171296,736296.625833333,0.183888888917863
24638255,2,736299.156967593,736299.166458333,0.227777780033648
82027979,1,736333.675451389,736333.678414352,0.0711111109703779
80300976,2,736305.944976852,736305.959884259,0.357777778990567
94219601,2,736308.605555556,736308.616921296,0.27277777902782
79572942,1,736329.517835648,736329.535601852,0.426388889551163
76109939,2,736297.960335648,736297.971365741,0.264722222462296
62010218,2,736308.536793981,736309.600509259,25.5291666677222
99832513,2,736294.601041667,736294.670486111,1.66666666511446
77133623,1,736320.546354167,736320.552326389,0.143333332613111
20542936,1,736329.508923611,736329.515648148,0.161388888023794
87330549,1,736313.481134259,736313.48837963,0.173888890072703
64804978,2,736294.592372685,736294.601643519,0.222500000149012
87331254,2,736296.503263889,736296.520208333,0.406666668131948
17937580,2,736301.311759259,736301.322604167,0.26027777697891
24248656,2,736294.670474537,736392.530381945,2348.63777777832
88320215,2,736320.763773148,736320.768206018,0.106388887390494
19402654,2,736294.934247685,736314.824918982,477.376111113466
92719295,2,736299.890231482,736299.908101852,0.428888887166977
45685244,2,736342.782118056,736342.795185185,0.313611111603677
19992114,2,736296.947361111,736296.95744213,0.241944445297122
78573105,2,736302.987083333,736302.991319445,0.101666668429971
73444664,2,736295.453321759,736295.464861111,0.276944445446134
60192001,2,736294.726759259,736294.7315625,0.115277778357267
16305255,2,736294.631574074,736314.558368056,478.243055557832
48478716,1,736378.436909722,736378.443842593,0.166388891637325
57197274,2,736296.423101852,736318.981458333,541.400555555709
12180851,2,736297.925868056,736297.964351852,0.923611111007631
60869355,1,736313.471678241,736313.480625,0.214722222648561
60786097,2,736297.454675926,736297.471446759,0.402500001713634
82155858,2,736297.78431713,736297.79130787,0.167777778580785
11249443,2,736298.463240741,736298.483912037,0.496111110784113
50008060,2,736309.711134259,736309.717604167,0.155277779325843
14679892,1,736319.636736111,736378.429976852,1411.0377777759
75429549,1,736334.430335648,736334.432488426,0.0516666658222675
12963872,2,736294.721377315,736294.727928241,0.157222224399447
30348793,2,736294.723148148,736294.730462963,0.175555556081235
17471372,2,736295.824826389,736295.856273148,0.754722221754491
43326784,2,736297.415613426,736297.42744213,0.283888888545334
69696039,2,736296.639375,736313.926331019,414.88694444485
62705764,2,736295.957118056,736296.8046875,20.3416666667908
88700905,1,736313.719456019,736313.730127315,0.256111110560596
46912449,2,736296.723449074,736296.729895833,0.154722221195698
42495031,2,736296.945625,736332.880104167,862.427499999292
15608543,2,736296.944097222,736315.893761574,454.791944445111
21091572,2,736296.788101852,736296.796678241,0.205833334475756
53130951,2,736296.896064815,736296.907083333,0.264444446191192
18555473,2,736320.559409722,736320.574826389,0.369999999180436
50440925,2,736301.769189815,736301.777581019,0.201388888992369
12265942,2,736297.094872685,736297.109212963,0.344166666269302
12628787,2,736295.897048611,736295.902615741,0.133611112833023
43187386,2,736295.838321759,736295.841585648,0.0783333331346512
27743004,2,736299.896828704,736299.938217593,0.993333332240582
12935940,2,736298.059988426,736314.151666667,386.200277776457
32141401,2,736295.934444444,736295.939490741,0.121111110784113
78274084,2,736297.607951389,736297.61068287,0.0655555548146367
50919735,1,736333.714525463,736333.719768518,0.125833332538605
22301029,1,736333.736805556,736333.740601852,0.0911111114546657
59379543,2,736296.935625,736314.424039352,419.721944443882
34423945,2,736296.642928241,736296.649930556,0.168055557645857
36952004,2,736333.663391204,736333.669930556,0.156944442540407
16037020,2,736299.902696759,736299.909861111,0.171944444999099
51996739,2,736315.621863426,736315.625451389,0.0861111106351018
97690987,2,736296.874780093,736296.888090278,0.319444444030523
24024370,1,736319.4571875,736319.463136574,0.142777777276933
95587383,1,736320.630451389,736320.634375,0.0941666672006249
66168894,2,736315.615358796,736315.620046296,0.112499998882413
31689500,2,736299.686145833,736299.697592593,0.274722221307456
54643422,2,736300.728333333,736300.737372685,0.216944446787238
22985548,1,736333.722430556,736333.729131944,0.160833332687616
98325760,2,736300.738321759,736301.591273148,20.4708333341405
44927185,2,736299.89880787,736299.908761574,0.238888889551163
61377782,2,736319.397384259,736319.41880787,0.514166666194797
15329748,2,736300.433564815,736305.02306713,110.148055555299
52538370,2,736297.946458333,736297.953263889,0.163333333097398
74722095,2,736296.553564815,736296.558020833,0.106944442726672
59544261,2,736298.369537037,736299.781678241,33.8913888903335
56046687,1,736316.730706019,736316.749537037,0.451944443397224
87917134,2,736300.663993056,736300.679143519,0.363611111417413
40237141,2,736296.140752315,736296.167152778,0.633611110970378
95499173,2,736296.490081019,736296.497048611,0.16722222045064
82846363,1,736335.626319444,736335.631574074,0.126111111603677
53894905,2,736300.488668981,736300.505578704,0.405833333730698
57552032,2,736295.931122685,736295.943958333,0.308055555447936
57440023,1,736335.660532407,736335.665358796,0.115833330899477
75031341,2,736304.407025463,736304.417083333,0.241388889960945
15417052,2,736304.797152778,736304.801076389,0.0941666672006249
44687895,2,736301.942106482,736301.946909722,0.1152777755633
39352176,2,736308.965046296,736308.989479167,0.586388890631497
50084327,2,736304.504027778,736304.509756944,0.137500000186265
86750143,1,736333.70587963,736333.708657407,0.0666666682809591
48064114,2,736307.888553241,736307.892951389,0.105555555783212
62591993,2,736301.905648148,736301.91556713,0.238055555149913
87909822,2,736304.851319444,736304.858194444,0.16499999910593
63362095,2,736304.520833333,736304.52462963,0.0911111114546657
58439159,1,736335.440509259,736335.448969907,0.203055555000901
11294271,2,736304.886550926,736304.892662037,0.146666667424142
23221606,2,736317.735219907,736317.74400463,0.21083333529532
38728677,1,736336.435266204,736336.438715278,0.0827777786180377
26354694,1,736334.55630787,736334.625532407,1.66138888802379
52807309,2,736301.878935185,736301.889664352,0.257500000298023
33053855,2,736305.419884259,736305.45224537,0.776666667312384
99115647,2,736307.639027778,736307.648298611,0.222500000149012
52465278,2,736301.789710648,736301.798912037,0.22083333414048
11164072,1,736356.531111111,736356.546840278,0.377499997615814
30014205,2,736301.988877315,736301.997152778,0.198611109517515
53802698,2,736304.901516204,736304.915844907,0.343888889998198
91284267,2,736304.970462963,736304.975185185,0.113333333283663
17706280,1,736334.540625,736334.548506944,0.189166666008532
37770233,2,736302.545509259,736315.941226852,321.49722222425
41974155,2,736305.94712963,736305.975752315,0.686944442801178
53689754,2,736305.748240741,736305.753715278,0.131388888694346
43152321,2,736304.5653125,736304.575648148,0.248055556789041
37066265,2,736310.889155093,736310.913414352,0.582222221419215
71498839,1,736313.707766204,736313.711469907,0.0888888901099563
49392448,2,736306.89849537,736306.902650463,0.0997222205623984
62011974,2,736304.9659375,736304.970717593,0.11472222302109
32053730,2,736303.769768519,736304.429618056,15.8363888897002
65614797,1,736319.451481481,736319.456261574,0.11472222302109
57443819,2,736302.060034722,736302.074131944,0.338333333842456
71432880,2,736301.844710648,736301.853321759,0.206666666083038
85219503,2,736301.758229167,736301.763680556,0.130833333358169
59035061,1,736336.438923611,736336.442881944,0.0950000016018748
75821626,2,736301.956840278,736304.660729167,64.8933333344758
17930358,2,736301.984826389,736339.571666667,902.084166666493
79105910,2,736304.939166667,736304.949016204,0.236388889141381
29485037,2,736303.65744213,736303.663148148,0.136944442056119
49616996,2,736311.771134259,736311.774421296,0.0788888884708285
68370147,2,736303.483425926,736303.491678241,0.198055554181337
11625385,2,736319.567962963,736319.578541667,0.253888886421919
76317899,2,736302.481967593,736302.487893519,0.142222221940756
40350146,2,736305.76849537,736305.777280093,0.210833332501352
59108938,2,736305.548483796,736305.554814815,0.151944444514811
27951738,2,736336.478298611,736336.484502315,0.148888888768852
43335279,2,736301.771111111,736302.540798611,18.4724999992177
72419995,2,736303.701736111,736303.706215278,0.107500000856817
46528593,2,736306.84306713,736306.852025463,0.215000001713634
16688087,2,736303.781898148,736303.786921296,0.120555555447936
30521751,2,736305.874560185,736305.888865741,0.343333331868052
76189078,1,736335.465335648,736335.482916667,0.421944444067776
29157551,2,736306.770671296,736306.777615741,0.16666666790843
25300496,1,736335.451770833,736335.4603125,0.205000000074506
95576448,2,736316.347303241,736318.598587963,54.0308333309367
98058870,2,736321.411168981,736321.419340278,0.196111111901701
86293261,2,736303.271134259,736303.282835648,0.280833332799375
23601144,1,736334.43318287,736334.437615741,0.106388887390494
79073292,1,736334.482314815,736334.488912037,0.158333332277834
18546643,2,736303.601701389,736303.617858796,0.387777778320014
88564173,2,736305.915891204,736305.925381944,0.22777777723968
62630853,2,736307.842025463,736307.847627315,0.134444444440305
91196872,2,736320.891319444,736320.903240741,0.286111112684011
68926036,2,736316.477824074,736336.042418981,469.550277776085
28294664,2,736303.611284722,736313.851597222,245.767500001006
55646398,1,736335.48724537,736335.491666667,0.10611111111939
47269857,2,736302.915104167,736302.921851852,0.161944443359971
53193716,1,736334.709386574,736334.720740741,0.272499999962747
22804641,1,736336.427037037,736336.432199074,0.123888890258968
75584042,1,736334.492025463,736334.510763889,0.449722224846482
82888904,2,736305.585775463,736305.609479167,0.568888890556991
42475363,2,736306.428043981,736306.43681713,0.210555556230247
28299235,2,736302.918414352,736302.943287037,0.596944444812834
49036139,2,736302.874884259,736302.877106481,0.0533333318307996
68591939,2,736315.773333333,736315.786284722,0.310833334922791
51804787,2,736305.367581018,736306.434236111,25.5997222233564
29894332,2,736305.712789352,736305.719108796,0.151666668243706
78733428,2,736315.643298611,736315.648680556,0.129166664555669
72798199,2,736305.4284375,736328.491180556,553.505833332427
36747282,1,736335.698136574,736335.702743056,0.110555553808808
57128384,1,736382.433055556,736382.444074074,0.264444443397224
72999795,2,736307.627615741,736307.637037037,0.226111111231148
99394518,1,736335.703680556,736335.708912037,0.1255555562675
19940509,1,736334.518761574,736334.522060185,0.0791666675359011
71295020,2,736309.739259259,736309.744178241,0.118055555038154
40228225,1,736334.689976852,736334.73693287,1.1269444450736
96308877,1,736335.597662037,736335.599872685,0.0530555555596948
41879117,1,736334.625763889,736334.63150463,0.137777776457369
79586148,2,736309.499074074,736309.510520833,0.274722221307456
95819081,2,736309.912604167,736309.915972222,0.0808333335444331
30922684,2,736310.936435185,736310.94943287,0.311944445595145
55157168,1,736334.47025463,736334.481967593,0.281111111864448
60749242,2,736308.550173611,736308.55880787,0.207222221419215
73463764,2,736312.741018519,736312.772974537,0.766944441944361
11344005,2,736309.368055556,736310.782824074,33.9544444447383
42993061,2,736307.732928241,736307.7403125,0.177222222089767
57387685,2,736321.655717593,736321.669293982,0.325833334587514
59861568,2,736307.944340278,736307.952314815,0.191388887353241
10400394,2,736308.785983796,736308.790428241,0.106666666455567
61143500,2,736333.649444444,736333.654259259,0.115555554628372
32683957,1,736335.49818287,736335.500162037,0.0475000021979213
99819582,1,736335.460891204,736335.465150463,0.10222222097218
54066249,1,736334.549675926,736334.555069444,0.129444446414709
16993408,1,736371.749675926,736371.755289352,0.13472222071141
35146558,2,736316.923402778,736316.9296875,0.150833333842456
60492313,2,736317.637731481,736317.6421875,0.106944445520639
83986437,1,736334.445104167,736334.455289352,0.244444445706904
74341776,1,736334.729513889,736334.731863426,0.0563888875767589
64268051,2,736313.713356482,736317.901134259,100.506666666828
81021136,2,736313.714606481,736313.723229167,0.20694444514811
47353122,2,736342.653831018,736342.662916667,0.218055557459593
86809017,2,736316.950787037,736316.956145833,0.128611112013459
43404638,2,736318.439733796,736318.449351852,0.23083333298564
70847722,1,736329.484097222,736329.491608796,0.180277777835727
85662841,2,736320.440405093,736320.444722222,0.103611110709608
54352448,1,736334.634837963,736334.638958333,0.0988888889551163
88602520,2,736335.677824074,736335.681238426,0.0819444442167878
48711852,1,736334.458680556,736334.462141204,0.0830555548891425
14184688,2,736315.903680556,736315.913541667,0.236666668206453
74746631,1,736335.710289352,736335.712696759,0.0577777773141861
40591509,2,736316.919699074,736316.926400463,0.160833332687616
75567561,1,736335.690833333,736335.697673611,0.164166667498648
98976964,1,736335.648703704,736335.653414352,0.113055557012558
66097828,2,736319.383634259,736319.386284722,0.0636111125349998
55607039,1,736334.723784722,736334.728009259,0.10138888657093
69752642,2,736313.735763889,736316.929039352,76.6386111108586
42884894,2,736313.728171296,736313.735474537,0.175277777016163
38271972,1,736319.446689815,736319.450729167,0.0969444438815117
51675219,2,736313.878506944,736313.88275463,0.101944444701076
96492298,2,736331.87630787,736331.883553241,0.173888887278736
78692773,1,736334.439537037,736334.444780093,0.125833332538605
69933227,2,736314.681111111,736314.687199074,0.146111112087965
45067009,2,736318.487835648,736318.501863426,0.336666667833924
10977706,1,736335.684884259,736335.690300926,0.129999998956919
82972110,1,736335.60037037,736335.603252315,0.0691666686907411
37396748,1,736335.725081019,736335.728472222,0.0813888888806105
46908275,1,736319.467534722,736319.47099537,0.0830555576831102
34931103,1,736335.713043981,736335.717337963,0.10305555537343
16682693,2,736316.361226852,736316.372141204,0.26194444578141
95759794,2,736313.738611111,736313.744108796,0.131944446824491
79325993,2,736320.32505787,736320.336134259,0.265833333134651
30122128,2,736317.963888889,736317.972372685,0.203611110337079
27250942,2,736313.820694444,736313.824444444,0.0899999979883432
36693538,2,736314.882268519,736314.898391204,0.386944443918765
75823597,2,736314.809884259,736314.818229167,0.200277778320014
78474807,2,736313.868194444,736335.704247685,524.065277776681
17851466,2,736316.918634259,736316.930648148,0.288333334028721
57928253,2,736316.618125,736394.547939815,1870.31555555575
14017158,1,736334.523263889,736334.537916667,0.351666667498648
69715294,1,736335.491898148,736335.496261574,0.104722221381962
87452223,1,736336.445011574,736336.447384259,0.0569444457069039
83473702,2,736314.516284722,736316.551574074,48.8469444438815
46233386,1,736335.718773148,736335.72369213,0.118055555038154
42818681,1,736335.666782407,736335.674108796,0.17583333235234
91464655,2,736316.538402778,736316.549849537,0.274722224101424
98903367,1,736335.500416667,736335.509861111,0.226666666567326
41323143,1,736336.447824074,736336.458634259,0.259444445371628
35411283,1,736334.462881944,736334.46849537,0.13472222071141
84836384,2,736318.907303241,736319.383819444,11.4363888893276
93799182,2,736326.021157407,736327.770115741,41.9749999986961
96732089,2,736316.922349537,736337.477650463,493.327222223394
92769599,2,736315.871990741,736315.8790625,0.169722220860422
18382054,2,736317.597939815,736317.602881944,0.118611110374331
88108809,2,736318.018657407,736321.86787037,92.3811111124232
60050415,2,736319.437731482,736319.44443287,0.160833332687616
54775752,2,736318.970231481,736318.976875,0.159444445744157
19089426,2,736318.825173611,736318.829293981,0.0988888889551163
41210102,2,736315.623125,736315.631689815,0.205555555410683
24286762,2,736315.600104167,736315.605972222,0.140833332203329
65147287,1,736335.631724537,736335.634375,0.0636111125349998
70419190,2,736319.60431713,736319.607696759,0.0811111126095057
91964417,1,736358.644328704,736358.6484375,0.0986111098900437
93592898,2,736327.681493056,736327.691469907,0.23944444488734
84657836,2,736319.701180556,736320.386087963,16.4377777799964
79586105,2,736322.900625,736322.915520833,0.357499999925494
18636645,2,736320.932789352,736323.972685185,72.9574999976903
22430958,2,736320.818969907,736320.824675926,0.136944444850087
33967483,2,736321.3821875,736321.399375,0.412500000558794
46984835,2,736319.896481482,736339.4715625,469.801944443956
14963423,2,736320.032372685,736324.499166667,107.203055555932
91575539,1,736334.688321759,736334.700231481,0.285833333618939
64673278,2,736325.56287037,736325.578414352,0.373055554926395
65119412,2,736323.106956018,736323.131967593,0.600277779623866
62641559,1,736334.640081019,736334.653009259,0.310277776792645
88255952,2,736322.656226852,736322.668703704,0.299444443546236
13346161,1,736365.488483796,736365.493333333,0.116388889029622
14182942,2,736323.69130787,736323.720173611,0.692777778021991
80281187,2,736321.867800926,736321.8725,0.112777777947485
58784815,1,736335.510150463,736335.596597222,2.07472222298384
69813337,1,736334.657199074,736334.695775463,0.925833335146308
93113235,2,736325.581631944,736325.594502315,0.308888889849186
36402305,2,736321.412210648,736321.418125,0.141944442875683
82405334,2,736321.686354167,736321.692372685,0.144444443285465
16541874,2,736326.415081018,736326.432002315,0.40611111279577
38435951,2,736320.456284722,736321.419513889,23.1175000006333
50386662,2,736325.659421296,736325.670138889,0.257222221232951
45582659,1,736334.511851852,736334.551412037,0.949444443918765
77053784,2,736330.476863426,736331.973298611,35.9144444447011
77514857,2,736328.396076389,736328.411875,0.379166666418314
35464969,2,736322.011157407,736322.018287037,0.171111110597849
58753797,2,736323.849722222,736323.879837963,0.722777777351439
60150356,2,736322.803298611,736322.811238426,0.190555555745959
93724430,1,736358.654282407,736358.680196759,0.621944446116686
47747005,1,736355.716238426,736355.790787037,1.789166665636
48566599,2,736322.407997685,736322.419270833,0.27055555768311
40817966,2,736331.531296296,736331.536481482,0.124444445595145
37809153,2,736322.5615625,736322.890914352,7.90444444399327
26616425,2,736320.766111111,736336.011087963,365.879444444552
41445565,2,736334.686296296,736334.931666667,5.88888888806105
16291889,2,736324.143530093,736324.148831018,0.127222222276032
29632406,2,736324.012974537,736337.523530093,324.25333333388
60430487,2,736320.727488426,736320.730868056,0.0811111126095057
65576691,2,736320.671956019,736320.676770833,0.115555554628372
87722788,2,736321.524340278,736335.386550926,332.693055555224
45825573,2,736333.660393519,736333.671134259,0.257777779363096
14055983,2,736333.710462963,736333.733368056,0.549722221679986
87196929,2,736356.523634259,736356.589039352,1.56972222402692
57697220,2,736322.130833333,736322.14068287,0.236388889141381
56656760,2,736323.479699074,736323.500509259,0.499444445595145
44211423,1,736356.523263889,736356.53087963,0.182777778245509
38433295,1,736356.481759259,736365.412152778,214.329444444738
92139480,2,736321.70412037,736335.985462963,342.752222224139
35788749,2,736322.91630787,736322.92494213,0.207222221419215
76212658,1,736365.740659722,736365.745787037,0.123055555857718
60746278,2,736327.930277778,736327.944918982,0.351388888433576
93849161,2,736323.724016204,736323.762708333,0.928611111827195
70690911,1,736355.68087963,736355.684490741,0.0866666659712791
27715859,1,736365.525856482,736365.536296296,0.250555554404855
93242677,2,736331.773935185,736331.785891204,0.286944444291294
42351104,2,736332.943773148,736332.952303241,0.204722223803401
92517207,1,736340.488935185,736355.643159722,363.701388889924
33056691,1,736358.688217593,736358.694456019,0.149722223170102
65046116,2,736330.945925926,736330.952916667,0.167777775786817
88995932,2,736331.865798611,736331.900509259,0.83305555768311
31112109,2,736332.471296296,736332.488715278,0.418055553920567
13775858,2,736329.481689815,736329.488587963,0.165555554442108
26343036,2,736329.469456019,736329.479224537,0.234444444067776
90607637,2,736329.971898148,736329.990196759,0.439166665077209
44623572,2,736340.715243056,736340.7228125,0.181666664779186
64605820,2,736331.545219907,736331.549930556,0.11305555421859
23499032,1,736356.498634259,736356.513252315,0.350833333097398
23117844,2,736331.907835648,736331.915381944,0.181111109443009
