year,week_num,week_start,week_end,num_specimen,num_adenovirus,perc_adenovirus,num_RSV,perc_RSV,num_rhino_entero_combined,perc_rhino_entero_combined,num_rhino_entero_tested,num_rhino_tested,num_entero_tested
2024,19,2024-05-05,2024-05-11,8935,28,0.31,124,1.39,213,2.38,38,33,5
2024,20,2024-05-12,2024-05-18,8667,16,0.18,91,1.05,182,2.1,39,36,3
2024,21,2024-05-19,2024-05-25,8277,13,0.16,81,0.98,183,2.21,40,38,2
2024,22,2024-05-26,2024-06-01,8063,20,0.25,87,1.08,189,2.34,50,42,8
2024,23,2024-06-02,2024-06-08,7278,21,0.29,75,1.03,125,1.72,29,23,6
2024,24,2024-06-09,2024-06-15,7323,18,0.25,61,0.83,156,2.13,43,35,8
2024,25,2024-06-16,2024-06-22,7747,33,0.43,99,1.28,240,3.1,43,22,21
2024,26,2024-06-23,2024-06-29,8400,53,0.63,125,1.49,302,3.6,40,15,25
2024,27,2024-06-30,2024-07-06,7734,56,0.72,118,1.53,272,3.52,43,12,31
2024,28,2024-07-07,2024-07-13,7929,47,0.59,121,1.53,238,3,42,18,24
2024,29,2024-07-14,2024-07-20,7508,34,0.45,127,1.69,196,2.61,44,12,32
2024,30,2024-07-21,2024-07-27,8128,23,0.28,175,2.15,175,2.15,44,15,29
2024,31,2024-07-28,2024-08-03,7711,26,0.34,145,1.88,149,1.93,38,14,24
2024,32,2024-08-04,2024-08-10,8051,21,0.26,161,2,172,2.14,40,14,26
2024,33,2024-08-11,2024-08-17,7303,10,0.14,157,2.15,141,1.93,42,13,29
2024,34,2024-08-18,2024-08-24,7208,13,0.18,161,2.23,139,1.93,39,14,25
2024,35,2024-08-25,2024-08-31,7458,21,0.28,173,2.32,154,2.06,40,12,28
2024,36,2024-09-01,2024-09-07,7061,9,0.13,141,2,173,2.45,42,18,24
2024,37,2024-09-08,2024-09-14,6882,11,0.16,143,2.08,189,2.75,44,22,22
2024,38,2024-09-15,2024-09-21,6890,14,0.2,83,1.2,236,3.43,43,29,14
2024,39,2024-09-22,2024-09-28,6992,11,0.16,74,1.06,264,3.78,39,25,14
2024,40,2024-09-29,2024-10-05,6707,12,0.18,115,1.71,285,4.25,46,31,15
2024,41,2024-10-06,2024-10-12,6448,14,0.22,69,1.07,274,4.25,40,26,14
2024,42,2024-10-13,2024-10-19,6836,16,0.23,53,0.78,252,3.69,47,39,8
2024,43,2024-10-20,2024-10-26,6430,12,0.19,42,0.65,230,3.58,46,33,13
2024,44,2024-10-27,2024-11-02,6688,13,0.19,38,0.57,192,2.87,51,40,11
2024,45,2024-11-03,2024-11-09,6674,19,0.28,29,0.43,201,3.01,53,45,8
2024,46,2024-11-10,2024-11-16,7007,15,0.21,35,0.5,242,3.45,50,45,5
2024,47,2024-11-17,2024-11-23,6825,8,0.12,35,0.51,187,2.74,55,45,10
2024,48,2024-11-24,2024-11-30,7082,19,0.27,47,0.66,282,3.98,54,45,9
2024,49,2024-12-01,2024-12-07,7751,23,0.3,58,0.75,288,3.72,54,44,10
2024,50,2024-12-08,2024-12-14,7638,21,0.27,37,0.48,248,3.25,56,53,3
2024,51,2024-12-15,2024-12-21,7604,19,0.25,51,0.67,234,3.08,42,40,2
2024,52,2024-12-22,2024-12-28,8037,8,0.1,23,0.29,257,3.2,59,58,1
