-1.30060526e+02,-1.60252989e+02,-1.78688994e+03,-1.52172242e+03,-2.66159981e+02,-1.12835396e+03,-2.55545564e+01
-1.29825119e+02,-1.60331281e+02,-1.76469166e+03,-1.53108317e+03,-2.66571260e+02,-1.12783282e+03,-2.55422785e+01
-1.29825119e+02,-1.60331281e+02,-1.76815072e+03,-1.52819923e+03,-2.66523980e+02,-1.12814660e+03,-2.56450187e+01
-1.31578700e+02,-1.60331281e+02,-1.78217596e+03,-1.51369814e+03,-2.71235216e+02,-1.12080666e+03,-2.49335206e+01
-1.31578700e+02,-1.60230298e+02,-1.78214465e+03,-1.51352819e+03,-2.66989910e+02,-1.12648479e+03,-2.45688351e+01
-1.31578700e+02,-1.60230298e+02,-1.78288709e+03,-1.50847044e+03,-2.62019598e+02,-1.13158379e+03,-2.61239864e+01
-1.31578700e+02,-1.60230298e+02,-1.78214465e+03,-1.51147681e+03,-2.62178212e+02,-1.13289849e+03,-2.61458004e+01
-1.31578700e+02,-1.60230298e+02,-1.79915929e+03,-1.50612879e+03,-2.74808961e+02,-1.12482510e+03,-2.42390498e+01
-1.31578700e+02,-1.60458044e+02,-1.77923116e+03,-1.51132045e+03,-2.87072588e+02,-1.11535096e+03,-2.43032687e+01
-1.31578700e+02,-1.60458044e+02,-1.76933671e+03,-1.51402303e+03,-2.81897012e+02,-1.11669391e+03,-2.41400514e+01
-1.30872040e+02,-1.60688835e+02,-1.76786534e+03,-1.51475279e+03,-2.62848453e+02,-1.13060574e+03,-2.59088731e+01
-1.30872040e+02,-1.60734014e+02,-1.76950918e+03,-1.51465414e+03,-2.60637553e+02,-1.13214718e+03,-2.60207927e+01
-1.30872040e+02,-1.60734014e+02,-1.76193352e+03,-1.51583174e+03,-2.62152899e+02,-1.13215201e+03,-2.60456057e+01
-1.30449181e+02,-1.60708488e+02,-1.75394330e+03,-1.52432466e+03,-2.66397396e+02,-1.13234071e+03,-2.62309188e+01
-1.30449181e+02,-1.60742988e+02,-1.76455292e+03,-1.52917797e+03,-2.63552534e+02,-1.13471325e+03,-2.61608182e+01
-1.30449181e+02,-1.60742988e+02,-1.76723504e+03,-1.53070974e+03,-2.67325836e+02,-1.12963089e+03,-2.62363080e+01
-1.30449181e+02,-1.60742988e+02,-1.76657732e+03,-1.53389749e+03,-2.66869229e+02,-1.12749161e+03,-2.59824707e+01
-1.32892934e+02,-1.60742988e+02,-1.77803095e+03,-1.51728360e+03,-2.61494755e+02,-1.13659061e+03,-2.58418632e+01
-1.31382629e+02,-1.60939989e+02,-1.77061334e+03,-1.52500666e+03,-2.56015003e+02,-1.14044623e+03,-2.59002378e+01
-1.31382629e+02,-1.60939989e+02,-1.78228837e+03,-1.52655380e+03,-2.56315818e+02,-1.13628590e+03,-2.58279144e+01
-1.29547680e+02,-1.60939989e+02,-1.78144470e+03,-1.53008516e+03,-2.53801213e+02,-1.13913181e+03,-2.58622227e+01
-1.29547680e+02,-1.60939989e+02,-1.76270874e+03,-1.53108136e+03,-2.64064019e+02,-1.12941134e+03,-2.47529466e+01
-1.31377025e+02,-1.60939989e+02,-1.77775735e+03,-1.52582746e+03,-2.52993126e+02,-1.13753656e+03,-2.47995529e+01
-1.30328958e+02,-1.61104087e+02,-1.78193940e+03,-1.52860112e+03,-2.47969905e+02,-1.14135505e+03,-2.50283076e+01
-1.32781323e+02,-1.61104087e+02,-1.79223574e+03,-1.51036489e+03,-2.59506001e+02,-1.13260313e+03,-2.51376886e+01
-1.32781323e+02,-1.61104087e+02,-1.80470291e+03,-1.50492903e+03,-2.52068066e+02,-1.13571649e+03,-2.51503014e+01
